#t	<mx>	<my>	<mz>
0.000000e+00	0	0	1
9.639060e-08	0.00015291689329682395	0.00181501628116236	0.9956326632396614
1.946865e-07	0.0010071531386122543	0.0016338445362699093	0.9945130076020391
2.920663e-07	0.000625559978188866	0.0026703155013685816	0.9930835741554496
3.876888e-07	-0.0008297142468261425	0.0032640237573731768	0.9919712873350994
4.848056e-07	0.00044141038906153157	0.0033525283180854343	0.9907728253100752
5.818805e-07	-8.468853394311548e-05	0.002278438157667023	0.9895906329385129
6.795216e-07	-0.0014199994893839222	0.004118045019236869	0.9883456610637108
7.765976e-07	0.0009429683288442795	0.002750319837771894	0.9872133839657304
8.725605e-07	-3.617416745446615e-05	0.003544536772104417	0.986159331407817
9.679705e-07	0.0008720587361036346	0.002953301573626028	0.9849133269998512
1.064570e-06	2.303637606214182e-05	0.0037414816575652653	0.9836904493030328
1.161458e-06	0.0002899710382511599	0.0029294273273204816	0.9824395934036687
1.257883e-06	0.002461451185407284	0.0028017728638979025	0.9812895651107104
1.354793e-06	-0.00011958343337766975	0.0029496020024677274	0.9801997223354837
1.451374e-06	0.0005211206706773897	0.0036253363286822644	0.9787863806664766
1.548209e-06	6.316999598629655e-05	0.0034833396448944822	0.9776828157554946
1.644651e-06	0.0006501492070944441	0.004021990832379176	0.9764345213354595
1.742055e-06	0.0006865607221644859	0.0028349508869195566	0.9754193332815608
1.838254e-06	0.0003813113899311142	0.0027116940380072048	0.9745153815785921
1.934920e-06	0.0013301763576308604	0.0033866266133479586	0.973147049057668
2.030055e-06	0.0004947546514350972	0.0020324994824350196	0.9721771634122375
2.126711e-06	0.0015074365258293883	0.0015747376997737163	0.9707051317220526
2.222572e-06	0.0016438177175740454	0.0028484128841395257	0.9696493602062407
2.319980e-06	0.0003740663994372297	0.0019362882893364463	0.9686855552777607
2.416686e-06	0.0009927427728765308	0.0012410154538491788	0.9676402568557818
2.512803e-06	0.00048069020390373453	0.0017719130690706303	0.9666209535889375
2.608951e-06	0.0005427044209670741	0.0008407623999414674	0.965172225678072
2.706870e-06	0.0005622004903868744	0.0013774764376195412	0.9638382397407105
2.804726e-06	0.001287286732206506	0.002139800568207777	0.963473963837196
2.901650e-06	-0.00016775585304337136	0.0012301961817669286	0.9624992861606332
2.999485e-06	-0.0010736568298529558	0.003998611505278965	0.9611081168586327
3.097343e-06	7.700993361920746e-06	0.0030525059832932407	0.9596425350822393
3.195968e-06	-0.0005273034445502405	0.00308896025226214	0.9587177230034905
3.292833e-06	-0.0006954662409597568	0.003507558081404203	0.9573345633276286
3.390973e-06	9.631487142866768e-05	0.0038274776960961912	0.9562380676647265
3.488143e-06	0.0004086135613955024	0.004789968273427549	0.9557199734156425
3.585562e-06	2.4167557947187124e-05	0.002667891450441072	0.9545364250450319
3.683610e-06	-0.00046442303309038503	0.004054600275525382	0.953053162172764
3.778512e-06	-0.0012769873644618512	0.0029478077989415485	0.9521018303455716
3.873946e-06	-0.0023996669122453135	0.0038193414700445193	0.9505193212458999
3.970868e-06	-0.0012734787895300381	0.0030112793168906417	0.9492700859441391
4.068467e-06	-0.001804899268733708	0.0032612527726311887	0.9477484120563511
4.165131e-06	-0.0021641139061403135	0.0033954243357763804	0.9470211890075962
4.262478e-06	-0.0015511650656465019	0.003110548065588124	0.9459830006656605
4.360318e-06	-0.0020333633662684776	0.0012450478946482162	0.9450531393861745
4.456448e-06	-0.0030279138487420104	0.0034023717385041267	0.9439085094063897
4.552822e-06	-0.002459748869150442	0.0018078881829787794	0.9425788465815954
4.648485e-06	-0.001813217388332744	0.002087748290489502	0.941368677473762
4.745862e-06	-0.0013293054650408119	0.0012530376426919101	0.9400083304799853
4.841287e-06	-0.00089074047741558	0.002416993684603308	0.9389676676810462
4.939677e-06	-0.0029138762101316106	0.001489298521142444	0.9377021136001488
5.036774e-06	-0.0005576507909356789	0.002214910181699753	0.9365770578252184
5.133447e-06	-0.0029364642509444113	0.0023382223849164985	0.9356736049648291
5.229062e-06	-0.001975847144965285	0.0010741392611789537	0.9347951766056429
5.325893e-06	-0.0028734840679167013	0.0024278033289997186	0.9330085090088511
5.422726e-06	-0.0014839264047356894	0.0008677177301228896	0.9320994346092003
5.518556e-06	-0.0012167567260075354	0.0024980529039248626	0.9312611001004967
5.616193e-06	-0.002425962812833248	0.0013490158005830888	0.9300822855744869
5.712895e-06	-0.0010771008117520823	0.002940381276191947	0.9279869601686961
5.810065e-06	-0.0003754631940652016	0.003018461939291687	0.9272864812529505
5.907156e-06	-0.0010266388270585782	0.0011663341285392719	0.9262807637552196
6.004974e-06	-0.0011617483828641228	0.0028561022367582577	0.925110900274126
6.101145e-06	2.4579665535800054e-05	0.003255569035549518	0.9239209766958837
6.198061e-06	0.00027680323203379767	0.0031689065015077524	0.9223548381805375
6.294214e-06	-0.0008879796859299802	0.0016595628260154636	0.9213827901183693
6.390829e-06	0.00010015474800145914	0.0019717500446608982	0.9200002946261209
6.487012e-06	-0.0028769105009089535	0.0019585541520643793	0.9192679654369248
6.584812e-06	-0.002124122304153127	0.0016571057907681166	0.9182588035604299
6.679460e-06	-0.0008436810147005869	0.002733251392026488	0.9168572459124752
6.776593e-06	-0.0009197655226699756	0.0022819407510365065	0.915708674362167
6.874500e-06	-0.0006579777974775093	0.002482211901821334	0.91502319475852
6.970682e-06	-0.002046023340052419	0.0021366934088575045	0.9135391027017149
7.067826e-06	-0.002067122035284517	0.002115072865220802	0.9126270889867375
7.164760e-06	-0.0030139767874594954	0.0028250943830025028	0.9116135838859976
7.262805e-06	-0.004389775321394118	0.0029712063568132583	0.9102788654997322
7.361174e-06	-0.0026147190886934364	0.002462697544829637	0.9087494682298655
7.457342e-06	-0.0030203564223473625	0.0028567553530459964	0.9074711989420963
7.554394e-06	-0.00266280664591136	0.0031729029015166972	0.9064389743326547
7.650976e-06	-0.003694230178412522	0.002670478109810377	0.9048919535615192
7.747116e-06	-0.0019858478405726217	0.0033903242381653187	0.9033850207542793
7.844285e-06	-0.0017960352200058244	0.0016580914226923403	0.9019742108404527
7.939963e-06	-0.0014822818325288542	0.0032999491641805857	0.9009549270281881
8.036418e-06	-0.0024818589106116173	0.00400090562983705	0.8996509274643715
8.133526e-06	-0.0014296655446705672	0.003267074364893055	0.898545325776359
8.229974e-06	-0.0018663652460645895	0.004513775589694231	0.8976129221440038
8.325846e-06	-0.0021162821098739443	0.0037388313045425784	0.8964981852234911
8.422966e-06	-0.0008546380697119813	0.0037874066103975746	0.8951419778811499
8.519559e-06	-0.0010924325724966447	0.004381311725173047	0.8942085110281985
8.617445e-06	0.0002560411245327157	0.003595837898639247	0.8938629365406539
8.715302e-06	-0.0003609837493418492	0.00393862159831363	0.8920969643800095
8.810501e-06	-0.000909787176686416	0.0038564020134620896	0.8914348693572748
8.907678e-06	-0.001587360968021692	0.004329293513462307	0.8903219107648934
9.003356e-06	-0.0007054486543053691	0.004131032392118407	0.8894148588998125
9.100950e-06	-0.0010385425131714098	0.0031940861690774947	0.8883933321291227
9.197115e-06	-0.0019579062083774	0.0028255558671591626	0.887483096853413
9.292478e-06	-0.0013643659054959672	0.0053750407639808805	0.8860190703151685
9.388140e-06	-0.00285773688496654	0.0037263614199583846	0.885326150764113
9.484113e-06	-0.0019053771185022455	0.005343416448465875	0.884451690445319
9.581047e-06	-0.001589377631071834	0.005043038842153848	0.8837302361335494
9.677412e-06	-0.0005543452572570363	0.003499208919336753	0.8826706928095994
9.773343e-06	-0.0016914864222096356	0.004234682719154789	0.8814960491565111
9.870772e-06	-0.00038625512087073465	0.0046836586005215555	0.8797278669584658
9.966909e-06	-0.0020057121875959724	0.003951170092178926	0.8794996568157979
1.006479e-05	-0.0018285115505591826	0.003381189953075117	0.8779625082968471
1.016164e-05	-0.002252830016596323	0.005267545923910924	0.8772830223644812
1.025754e-05	-0.001394512669601864	0.004014958475243201	0.8758886825361659
1.035522e-05	-0.000593061253069305	0.003865850708970989	0.8750338819392429
1.045162e-05	-0.0005349083901012491	0.0025486327191488853	0.8741469762672485
1.054829e-05	-0.00020582594111933465	0.003401008274417455	0.872439184238755
1.064537e-05	-0.0009935402603102432	0.003612612429261928	0.8714329418482372
1.074254e-05	0.0007988009949334266	0.00485528871862347	0.8707077397892876
1.083918e-05	-0.0006379399451186407	0.003298231852217327	0.8695418870782067
1.093581e-05	-0.0009260359685829708	0.0028850856843041566	0.8681047246963447
1.103346e-05	-0.0007862314512662052	0.0024549016590729995	0.8671678215540023
1.113057e-05	-0.0009698964780589426	0.003101324870809833	0.8660420429305425
1.122624e-05	0.00039360481353250675	0.0025791427062463877	0.8646194765478282
1.132433e-05	-4.859640101487309e-05	0.0028972724421505278	0.8634988349576551
1.141923e-05	0.0007518544004575693	0.00342240945094403	0.861890256209591
1.151687e-05	7.317381203903314e-05	0.00282859497242567	0.8598566623184665
1.161479e-05	0.0018596374610299945	0.002215734144334383	0.8606205796066637
1.171235e-05	0.0004532270544973051	0.002633120100122003	0.8599076829281623
1.180950e-05	-0.0003236686956081753	8.456517566307554e-05	0.8588712930931184
1.190587e-05	0.00036819101117832625	0.0003112554911742064	0.8567981180495129
1.200281e-05	0.0009094611108033465	0.0009473154758259112	0.8563284871377002
1.209999e-05	0.00012692194775022875	0.00047345849058863423	0.855697565055912
1.219758e-05	0.0006923108522058608	-5.8664211893007216e-05	0.8545219422244144
1.229544e-05	8.016774891154371e-05	-0.0005997516152252151	0.8529340606125227
1.239137e-05	-0.001273363882683737	4.460342627470534e-05	0.8529759707379447
