#t	<mx>	<my>	<mz>	u_anis_x	u_anis_y	u_anis_z
0.000000e+00	0	1	0	0	1	0
1.002308e-08	-0.004063527198874858	0.9755105666156771	0.21991503397416529	3.521290689910235e-06	0.9999918273588934	0.0040429201107406686
2.053128e-08	-8.550240155128689e-05	0.9749106161581118	0.2225966827954832	3.5257034665816e-06	0.9999656227773852	0.00829175801658243
3.100048e-08	-4.186851928679078e-05	0.9739925048186434	0.22658022597774116	3.5298389777966606e-06	0.9999216220613432	0.012519972913423936
4.107415e-08	-0.00013149536214007582	0.973101383288765	0.23037725701649722	3.535351071014168e-06	0.9998624683730929	0.016584460388188955
5.113736e-08	-5.756162060872469e-05	0.9722243604520516	0.23405082702319355	3.5421848075224412e-06	0.999786957006561	0.020640750640767886
6.119007e-08	-0.00010855983410980574	0.9712988008198719	0.23786262367307062	3.550810861050569e-06	0.9996951868166976	0.02468873109173907
7.123250e-08	-8.3593489275685e-05	0.9704059294235728	0.2414794507855574	3.5604512772908824e-06	0.999587254922898	0.028728379401362608
8.126488e-08	-7.978979591513049e-05	0.9694530098492324	0.2452770990692955	3.5721239288732033e-06	0.9994632575336708	0.032759682956696165
9.128809e-08	-0.00011085783585140087	0.9685370711326837	0.24886930214924186	3.584571401505874e-06	0.9993232801825804	0.03678289918261914
1.013022e-07	-5.407375218206763e-05	0.9675651133659996	0.2526217498020861	3.599137353398928e-06	0.9991674171540663	0.040797947064997
1.113080e-07	-0.00013109310823052089	0.9666186133769695	0.25621951347971167	3.614467449266092e-06	0.9989957495460589	0.044805048553081726
1.219701e-07	-0.00012782973912638508	0.9655809963102796	0.260102524447555	3.6326428196654373e-06	0.9987953534725414	0.049069765319035764
1.326216e-07	-0.00012411584304763696	0.9645307840027776	0.2639703606586293	3.6523872996151972e-06	0.9985772227260775	0.053324761971660015
1.432627e-07	-0.00011999411114839559	0.9634681120302738	0.2678230436355778	3.6736841639435285e-06	0.998341475807693	0.05756993719487634
1.538932e-07	-0.0001155092343683242	0.9623931166429627	0.2716605891472831	3.696516692934405e-06	0.9980882318664779	0.06180518907004465
1.645133e-07	-0.00011070739423686084	0.9613059347248512	0.27548300783650326	3.720868162980055e-06	0.99781761071696	0.06603041518310114
1.751230e-07	-0.00010563604854008846	0.9602067037038439	0.27929030595997206	3.7467218396782944e-06	0.9975297328441338	0.07024551286647088
1.857222e-07	-0.00010034397833808678	0.9590955614436162	0.28308248612413445	3.774060972796453e-06	0.9972247193930455	0.07445037956396551
1.963111e-07	-9.488152691078597e-05	0.9579726461491064	0.28685954791075835	3.802868792248655e-06	0.9969026921411474	0.0786449132955912
2.068896e-07	-8.930093491801723e-05	0.9568380963139606	0.2906214883101716	3.833128504114729e-06	0.9965637734532218	0.08282901318971982
2.174577e-07	-8.365666303135492e-05	0.9556920507309585	0.2943683019131159	3.864823285785976e-06	0.9962080862202918	0.08700258004431226
2.280154e-07	-7.800559481181736e-05	0.9545346485760883	0.2980999808501074	3.897936279542372e-06	0.9958357537853592	0.09116551687755346
2.385629e-07	-7.240702782165989e-05	0.9533660295654262	0.301816514504887	3.932450584211946e-06	0.9954468998598166	0.09531772943170799
2.491000e-07	-6.692238682891496e-05	0.9521863341727633	0.30551788906055904	3.968349244979012e-06	0.995041648434881	0.09945912660106644
2.596268e-07	-6.161462542818084e-05	0.9509957038866427	0.3092040869600176	4.005615241830202e-06	0.9946201236924112	0.10358962076408965
