#position_x	position_y	position_z	radius	msat
4.43e+09	0	0	2.2552092183899553e-09	400000
4.44e+09	0	0	6.642868625158471e-08	400000
4.45e+09	0	0	1.1908478906319635e-08	400000
4.46e+09	0	0	1.0580844525306293e-08	400000
4.47e+09	0	0	1.730699272909766e-08	400000
4.48e+09	0	0	1.0534253833657279e-09	400000
4.49e+09	0	0	2.7798240645205936e-08	400000
4.5e+09	0	0	1.71130327820883e-09	400000
4.51e+09	0	0	1.1508170372393736e-08	400000
4.52e+09	0	0	3.930555375973494e-09	400000
4.53e+09	0	0	3.6443733757753653e-09	400000
4.54e+09	0	0	2.3939848542752603e-08	400000
4.55e+09	0	0	7.624077368516415e-10	400000
4.56e+09	0	0	7.007616698060178e-09	400000
4.57e+09	0	0	2.621556087498909e-08	400000
4.58e+09	0	0	3.4262364951448495e-08	400000
4.59e+09	0	0	9.252052334964631e-09	400000
4.6e+09	0	0	9.229413279390566e-09	400000
4.61e+09	0	0	8.767322331789282e-09	400000
4.62e+09	0	0	1.0507797980289904e-09	400000
4.63e+09	0	0	1.3357927294973572e-08	400000
4.64e+09	0	0	9.417538237885347e-09	400000
4.65e+09	0	0	7.260567309547557e-09	400000
4.66e+09	0	0	1.3836566074600613e-08	400000
4.67e+09	0	0	1.9147205524790104e-08	400000
4.68e+09	0	0	2.137285130574365e-09	400000
4.69e+09	0	0	1.6901244966999678e-08	400000
4.7e+09	0	0	1.691633393310421e-09	400000
4.71e+09	0	0	2.250541456126229e-08	400000
4.72e+09	0	0	4.596898312797288e-09	400000
4.73e+09	0	0	2.1103452535250786e-08	400000
4.74e+09	0	0	6.679796405426281e-09	400000
4.75e+09	0	0	6.209685464244653e-09	400000
4.76e+09	0	0	1.483859882578797e-08	400000
4.77e+09	0	0	5.197869831836783e-09	400000
4.78e+09	0	0	4.200373008612552e-08	400000
4.79e+09	0	0	5.407930347215969e-09	400000
4.8e+09	0	0	6.828949117710844e-09	400000
4.81e+09	0	0	9.25824876037484e-09	400000
4.82e+09	0	0	6.586795598618335e-08	400000
4.83e+09	0	0	9.041186595045894e-09	400000
4.84e+09	0	0	1.6768845854166344e-08	400000
4.85e+09	0	0	6.956370829497282e-09	400000
4.86e+09	0	0	1.4072979167305633e-08	400000
4.87e+09	0	0	5.4696938806566024e-08	400000
4.88e+09	0	0	2.9452813489469077e-09	400000
4.89e+09	0	0	6.862028642428736e-09	400000
4.9e+09	0	0	7.886908778486745e-09	400000
4.91e+09	0	0	2.2714815256002625e-08	400000
4.92e+09	0	0	5.629361146971553e-09	400000
4.93e+09	0	0	4.510829753682263e-08	400000
4.94e+09	0	0	6.060852016674536e-09	400000
4.95e+09	0	0	9.47155166156599e-09	400000
4.96e+09	0	0	6.7458810826614935e-09	400000
4.97e+09	0	0	1.1228200251357398e-08	400000
4.98e+09	0	0	5.010274171670587e-08	400000
4.99e+09	0	0	1.1178578227042504e-08	400000
5e+09	0	0	3.58353988992926e-09	400000
5.01e+09	0	0	1.7097603594785627e-08	400000
5.02e+09	0	0	2.004646465282717e-08	400000
5.03e+09	0	0	8.063890522155087e-09	400000
5.04e+09	0	0	1.8118009269794579e-09	400000
5.05e+09	0	0	2.2466771237712436e-08	400000
5.06e+09	0	0	4.606005781991031e-09	400000
5.07e+09	0	0	8.53734829824094e-09	400000
5.08e+09	0	0	1.0765007989381712e-08	400000
5.09e+09	0	0	1.621294382097522e-09	400000
5.1e+09	0	0	4.4458859038878434e-08	400000
5.11e+09	0	0	5.7695937807863365e-09	400000
5.12e+09	0	0	2.6495648648034228e-08	400000
5.13e+09	0	0	4.117706245796033e-09	400000
5.14e+09	0	0	8.222354770259932e-09	400000
5.15e+09	0	0	7.092135419896057e-09	400000
5.16e+09	0	0	1.0031468710443712e-08	400000
5.17e+09	0	0	7.1916216916639246e-09	400000
5.18e+09	0	0	1.8061101052579608e-08	400000
5.19e+09	0	0	3.3609601782750215e-09	400000
5.2e+09	0	0	1.8122502608159395e-08	400000
5.21e+09	0	0	4.038571442277001e-09	400000
5.22e+09	0	0	1.0397564837306721e-08	400000
5.23e+09	0	0	1.800596108231589e-09	400000
5.24e+09	0	0	4.4582918598490845e-08	400000
5.25e+09	0	0	1.7385469426097645e-09	400000
5.26e+09	0	0	3.98145533082505e-09	400000
5.27e+09	0	0	2.9549462274002738e-08	400000
5.28e+09	0	0	8.489045472003909e-09	400000
5.29e+09	0	0	1.4788391078972808e-08	400000
5.3e+09	0	0	1.4259856150502025e-08	400000
5.31e+09	0	0	7.63261055924131e-09	400000
5.32e+09	0	0	1.908561560236236e-08	400000
5.33e+09	0	0	1.0715781688266696e-08	400000
5.34e+09	0	0	1.8978642225527237e-09	400000
5.35e+09	0	0	1.1795431786633695e-08	400000
5.36e+09	0	0	2.190939690555835e-08	400000
5.37e+09	0	0	6.5051558537016095e-09	400000
5.38e+09	0	0	8.0289581653702e-09	400000
5.39e+09	0	0	6.69318388223246e-09	400000
5.4e+09	0	0	4.680268283952843e-08	400000
5.41e+09	0	0	2.6679842999685007e-08	400000
5.42e+09	0	0	1.5467508212334486e-08	400000
5.43e+09	0	0	2.2880782252767726e-08	400000
5.44e+09	0	0	9.730813804362458e-09	400000
5.45e+09	0	0	2.6136907158750218e-08	400000
5.46e+09	0	0	5.8678745189585335e-09	400000
5.47e+09	0	0	6.111235096600018e-09	400000
5.48e+09	0	0	9.870882443513273e-08	400000
5.49e+09	0	0	4.8178940466783577e-08	400000
