#position_x	position_y	position_z	radius	msat
2.447e+10	0	0	9.202957439221554e-09	400000
2.448e+10	0	0	1.4707925600500394e-08	400000
2.449e+10	0	0	2.8432532665764006e-08	400000
2.45e+10	0	0	9.511642289140667e-09	400000
2.451e+10	0	0	4.3988620917242247e-08	400000
2.452e+10	0	0	9.337805504825867e-09	400000
2.453e+10	0	0	1.7961432392432604e-08	400000
2.454e+10	0	0	8.599388405939672e-09	400000
2.455e+10	0	0	1.5180946240826728e-08	400000
2.456e+10	0	0	6.374605545482738e-09	400000
2.457e+10	0	0	1.4536382133557255e-08	400000
2.458e+10	0	0	1.0960376234738366e-08	400000
2.459e+10	0	0	5.6206296554387114e-09	400000
2.46e+10	0	0	5.026938399636373e-09	400000
2.461e+10	0	0	3.13769139549528e-08	400000
2.462e+10	0	0	2.526484664803597e-09	400000
2.463e+10	0	0	2.0845119319840618e-09	400000
2.464e+10	0	0	4.638893314734788e-09	400000
2.465e+10	0	0	1.7026811937664378e-08	400000
2.466e+10	0	0	2.2983658547359962e-08	400000
2.467e+10	0	0	3.021567050467229e-08	400000
2.468e+10	0	0	7.285991747170238e-09	400000
2.469e+10	0	0	1.1574076113267813e-08	400000
2.47e+10	0	0	7.697272829746447e-09	400000
2.471e+10	0	0	6.485929052646378e-09	400000
2.472e+10	0	0	6.045996463465095e-09	400000
2.473e+10	0	0	1.1744205052215793e-07	400000
2.474e+10	0	0	3.808776383734313e-09	400000
2.475e+10	0	0	1.511833253498659e-08	400000
2.476e+10	0	0	2.792878279560158e-08	400000
2.477e+10	0	0	8.804748762740797e-09	400000
2.478e+10	0	0	1.7242076585283022e-08	400000
2.479e+10	0	0	1.1628371791220553e-08	400000
2.48e+10	0	0	3.250670448701096e-08	400000
2.481e+10	0	0	3.8961902192801615e-09	400000
2.482e+10	0	0	3.917787119899976e-09	400000
2.483e+10	0	0	3.5363153462403845e-08	400000
2.484e+10	0	0	8.14540426644413e-09	400000
2.485e+10	0	0	4.371469883593308e-09	400000
2.486e+10	0	0	4.385409927066811e-08	400000
2.487e+10	0	0	8.509840221218045e-09	400000
2.488e+10	0	0	6.271370851037471e-09	400000
2.489e+10	0	0	9.977718217825052e-09	400000
2.49e+10	0	0	1.1593167721560933e-08	400000
2.491e+10	0	0	2.4410143966263635e-08	400000
2.492e+10	0	0	5.853104358208065e-09	400000
2.493e+10	0	0	9.493573274426957e-09	400000
2.494e+10	0	0	6.160489945275006e-08	400000
2.495e+10	0	0	6.468035082739776e-09	400000
2.496e+10	0	0	1.1036188678434388e-08	400000
2.497e+10	0	0	2.7172290169349477e-08	400000
2.498e+10	0	0	5.308327124056994e-09	400000
2.499e+10	0	0	6.044480257465315e-09	400000
2.5e+10	0	0	1.0974426069054778e-08	400000
2.501e+10	0	0	5.8904074028474106e-09	400000
2.502e+10	0	0	4.1437098498239014e-09	400000
2.503e+10	0	0	2.6600993390263213e-08	400000
2.504e+10	0	0	3.748984512620841e-08	400000
2.505e+10	0	0	3.654214994476594e-08	400000
2.506e+10	0	0	2.238434099878198e-08	400000
2.507e+10	0	0	4.223239622906638e-09	400000
2.508e+10	0	0	6.080827233074856e-09	400000
2.509e+10	0	0	7.384606467350203e-09	400000
2.51e+10	0	0	7.259124755990993e-09	400000
2.511e+10	0	0	6.865834511828548e-09	400000
2.512e+10	0	0	5.106029490152526e-09	400000
2.513e+10	0	0	3.763358875997459e-09	400000
2.514e+10	0	0	1.8551218483850267e-09	400000
2.515e+10	0	0	2.6328077531051936e-08	400000
2.516e+10	0	0	1.206937241830495e-08	400000
2.517e+10	0	0	4.3595506766596836e-08	400000
2.518e+10	0	0	1.6802633851703286e-08	400000
2.519e+10	0	0	1.6969755996156399e-09	400000
2.52e+10	0	0	7.811416524115255e-09	400000
2.521e+10	0	0	1.524342981936192e-08	400000
2.522e+10	0	0	3.193906671969135e-08	400000
2.523e+10	0	0	2.8056066825877563e-09	400000
2.524e+10	0	0	1.8788084241803885e-08	400000
2.525e+10	0	0	4.784881132316988e-09	400000
2.526e+10	0	0	7.01994561743886e-09	400000
2.527e+10	0	0	2.131479035245931e-09	400000
2.528e+10	0	0	1.4808735511168403e-08	400000
2.529e+10	0	0	4.644593347713131e-09	400000
2.53e+10	0	0	2.292737999512742e-09	400000
2.531e+10	0	0	3.703129524120803e-09	400000
2.532e+10	0	0	1.4281490204813263e-08	400000
2.533e+10	0	0	1.4783151581003363e-08	400000
2.534e+10	0	0	9.185045373787898e-09	400000
2.535e+10	0	0	1.461000404283913e-09	400000
2.536e+10	0	0	6.274172313234071e-09	400000
2.537e+10	0	0	1.9404690489493082e-08	400000
2.538e+10	0	0	2.3650448458098838e-08	400000
2.539e+10	0	0	2.842445665009699e-08	400000
2.54e+10	0	0	5.570842423078322e-08	400000
2.541e+10	0	0	5.926157288714819e-09	400000
2.542e+10	0	0	1.8155318387046512e-08	400000
2.543e+10	0	0	1.1148571129058494e-07	400000
2.544e+10	0	0	1.0656360638259731e-08	400000
2.545e+10	0	0	1.6147345917717003e-08	400000
2.546e+10	0	0	4.9349124683883225e-08	400000
2.547e+10	0	0	6.777353243265062e-09	400000
2.548e+10	0	0	2.6288917926028854e-09	400000
2.549e+10	0	0	2.2532592268986628e-08	400000
2.55e+10	0	0	3.132162728176795e-09	400000
2.551e+10	0	0	5.05233656168385e-09	400000
2.552e+10	0	0	9.235230065901068e-09	400000
2.553e+10	0	0	2.9819797295189046e-08	400000
2.554e+10	0	0	1.9185351999334188e-08	400000
2.555e+10	0	0	1.727589020058258e-08	400000
2.556e+10	0	0	1.5135706620770697e-08	400000
2.557e+10	0	0	9.956037145948063e-10	400000
2.558e+10	0	0	6.962666605245791e-09	400000
2.559e+10	0	0	4.355149415037485e-09	400000
2.56e+10	0	0	2.837406104796142e-09	400000
2.561e+10	0	0	5.69082203531429e-09	400000
2.562e+10	0	0	1.4400303696458243e-09	400000
2.563e+10	0	0	6.507009411266453e-09	400000
2.564e+10	0	0	3.7702264316059825e-09	400000
2.565e+10	0	0	9.89960328057272e-09	400000
2.566e+10	0	0	1.946775447087203e-08	400000
2.567e+10	0	0	3.956864139430928e-08	400000
2.568e+10	0	0	6.066646364509871e-08	400000
2.569e+10	0	0	4.83022228742098e-09	400000
2.57e+10	0	0	8.175758012470847e-09	400000
2.571e+10	0	0	2.869431771972375e-09	400000
2.572e+10	0	0	1.2042595065887838e-08	400000
2.573e+10	0	0	5.362189196468746e-09	400000
2.574e+10	0	0	1.1877148659458269e-08	400000
2.575e+10	0	0	3.2774709623904155e-09	400000
2.576e+10	0	0	3.767260522662392e-09	400000
2.577e+10	0	0	9.638048894355752e-10	400000
2.578e+10	0	0	3.454964704612799e-09	400000
2.579e+10	0	0	2.838067445112814e-08	400000
2.58e+10	0	0	2.3859424761810496e-08	400000
2.581e+10	0	0	1.2173738078212423e-08	400000
2.582e+10	0	0	5.728282751300738e-09	400000
2.583e+10	0	0	1.8005312268061633e-08	400000
2.584e+10	0	0	8.709714200041706e-09	400000
2.585e+10	0	0	1.1271985128015608e-08	400000
2.586e+10	0	0	7.941946203156207e-09	400000
2.587e+10	0	0	3.1823095336207525e-09	400000
2.588e+10	0	0	5.245344689896138e-09	400000
2.589e+10	0	0	3.2859093660844973e-09	400000
2.59e+10	0	0	8.27188688448681e-09	400000
2.591e+10	0	0	2.1853885409842e-08	400000
2.592e+10	0	0	4.778867983163631e-09	400000
2.593e+10	0	0	8.196037576184507e-09	400000
2.594e+10	0	0	1.9498135477379503e-09	400000
2.595e+10	0	0	5.334215805286635e-09	400000
2.596e+10	0	0	6.2992221630329605e-09	400000
2.597e+10	0	0	3.012037403823549e-08	400000
2.598e+10	0	0	5.494563363289471e-09	400000
2.599e+10	0	0	1.493265534471885e-08	400000
2.6e+10	0	0	2.5843764930834037e-08	400000
2.601e+10	0	0	2.1016553800879194e-09	400000
2.602e+10	0	0	2.6039367149737196e-09	400000
2.603e+10	0	0	3.067510360765255e-08	400000
2.604e+10	0	0	7.182150123543078e-09	400000
2.605e+10	0	0	1.9490834404266792e-08	400000
2.606e+10	0	0	1.3684753732557997e-08	400000
2.607e+10	0	0	1.2215491819866905e-08	400000
2.608e+10	0	0	1.478945992805683e-08	400000
2.609e+10	0	0	1.347841506660867e-08	400000
2.61e+10	0	0	3.0121323331235446e-08	400000
2.611e+10	0	0	1.895008406130669e-08	400000
2.612e+10	0	0	1.577947223060524e-08	400000
2.613e+10	0	0	1.5615821267929268e-08	400000
2.614e+10	0	0	6.6382271476303055e-09	400000
2.615e+10	0	0	1.0285922493525365e-08	400000
2.616e+10	0	0	4.609083661230115e-09	400000
2.617e+10	0	0	2.3704413415330135e-09	400000
2.618e+10	0	0	2.656513416474291e-08	400000
2.619e+10	0	0	2.272388845674418e-09	400000
2.62e+10	0	0	7.18756098147895e-09	400000
2.621e+10	0	0	3.493024828492103e-09	400000
2.622e+10	0	0	1.2536238837405892e-08	400000
2.623e+10	0	0	9.467804833677424e-09	400000
2.624e+10	0	0	4.979422714518027e-09	400000
2.625e+10	0	0	4.347899686230249e-08	400000
2.626e+10	0	0	4.181267839716976e-09	400000
2.627e+10	0	0	9.205397410516001e-08	400000
2.628e+10	0	0	1.2686940570717532e-08	400000
2.629e+10	0	0	1.7364097647607865e-08	400000
2.63e+10	0	0	5.213661635523771e-08	400000
2.631e+10	0	0	5.222256783234926e-09	400000
2.632e+10	0	0	2.6008534936065098e-08	400000
2.633e+10	0	0	1.2419153176040342e-08	400000
2.634e+10	0	0	1.5467444500439676e-08	400000
2.635e+10	0	0	8.756541214217845e-09	400000
2.636e+10	0	0	1.6789431291111017e-08	400000
2.637e+10	0	0	3.629493741970185e-09	400000
2.638e+10	0	0	7.050344397825047e-09	400000
2.639e+10	0	0	1.2248126857855661e-08	400000
2.64e+10	0	0	2.1729704936946747e-08	400000
2.641e+10	0	0	9.536260703412385e-09	400000
2.642e+10	0	0	2.482943779594557e-08	400000
2.643e+10	0	0	3.231902243972123e-09	400000
2.644e+10	0	0	2.082355444552707e-08	400000
2.645e+10	0	0	3.035600059122918e-09	400000
2.646e+10	0	0	1.1268339661976676e-08	400000
2.647e+10	0	0	2.66846737757865e-09	400000
2.648e+10	0	0	2.2489123819627418e-08	400000
2.649e+10	0	0	5.569168777191653e-09	400000
2.65e+10	0	0	8.933811671581759e-09	400000
2.651e+10	0	0	2.0881240921673735e-09	400000
2.652e+10	0	0	8.6549205249152e-09	400000
2.653e+10	0	0	2.2098082620926297e-08	400000
2.654e+10	0	0	1.3512599012524665e-08	400000
2.655e+10	0	0	3.953560090768504e-08	400000
2.656e+10	0	0	3.4294996289068382e-09	400000
2.657e+10	0	0	5.364121644725206e-08	400000
2.658e+10	0	0	1.5885370808140053e-09	400000
2.659e+10	0	0	2.61912316854243e-08	400000
2.66e+10	0	0	1.0879113194510977e-08	400000
2.661e+10	0	0	5.542337572152592e-09	400000
2.662e+10	0	0	5.6171880182442454e-09	400000
2.663e+10	0	0	3.885832172645203e-08	400000
2.664e+10	0	0	8.101132896831033e-09	400000
2.665e+10	0	0	2.6904970420701286e-08	400000
2.666e+10	0	0	4.425428199349214e-09	400000
2.667e+10	0	0	2.503029418929498e-09	400000
2.668e+10	0	0	1.6230696385083966e-09	400000
2.669e+10	0	0	5.611946375736555e-09	400000
2.67e+10	0	0	7.933579111681491e-08	400000
2.671e+10	0	0	2.5519897164025207e-08	400000
2.672e+10	0	0	1.456030391436659e-08	400000
2.673e+10	0	0	2.9607272624822e-09	400000
2.674e+10	0	0	3.9980964122489925e-08	400000
2.675e+10	0	0	1.6645118666333015e-08	400000
2.676e+10	0	0	2.1179979541515613e-09	400000
2.677e+10	0	0	7.41027458090185e-08	400000
2.678e+10	0	0	6.074877543161108e-09	400000
2.679e+10	0	0	3.113485891895093e-08	400000
2.68e+10	0	0	3.5723189530205275e-08	400000
2.681e+10	0	0	2.209141178809231e-08	400000
2.682e+10	0	0	7.722925524337823e-09	400000
2.683e+10	0	0	4.706631613498989e-09	400000
2.684e+10	0	0	7.624381119492096e-09	400000
2.685e+10	0	0	2.3100275096280504e-09	400000
2.686e+10	0	0	2.4007257801634017e-08	400000
2.687e+10	0	0	1.6345555951239027e-08	400000
2.688e+10	0	0	2.6239493884820896e-08	400000
2.689e+10	0	0	2.616591113819083e-08	400000
2.69e+10	0	0	2.5121621018974494e-08	400000
2.691e+10	0	0	1.1457130991198826e-08	400000
2.692e+10	0	0	2.860510842106072e-08	400000
2.693e+10	0	0	2.7161825978856763e-08	400000
2.694e+10	0	0	4.6862188193739505e-09	400000
2.695e+10	0	0	1.4908066891780488e-08	400000
2.696e+10	0	0	3.2176837214462298e-09	400000
2.697e+10	0	0	3.549481884489285e-09	400000
2.698e+10	0	0	4.6982031916086173e-08	400000
2.699e+10	0	0	7.081424265832575e-09	400000
2.7e+10	0	0	7.385182900960656e-09	400000
2.701e+10	0	0	1.6442728007070842e-08	400000
2.702e+10	0	0	2.424713214614218e-08	400000
2.703e+10	0	0	1.47374457426086e-08	400000
2.704e+10	0	0	3.4245685890735792e-09	400000
2.705e+10	0	0	4.84644735070727e-09	400000
2.706e+10	0	0	8.768145780069422e-09	400000
2.707e+10	0	0	4.9557641706676105e-09	400000
2.708e+10	0	0	3.5065777743758643e-09	400000
2.709e+10	0	0	2.996925037095074e-08	400000
2.71e+10	0	0	3.835079713356164e-09	400000
2.711e+10	0	0	1.7233188670414802e-08	400000
2.712e+10	0	0	1.281804603068581e-08	400000
2.713e+10	0	0	1.7041260114327975e-08	400000
2.714e+10	0	0	1.615286167483913e-08	400000
2.715e+10	0	0	4.473898017659678e-09	400000
2.716e+10	0	0	4.240425401624838e-09	400000
2.717e+10	0	0	7.304513194472177e-09	400000
2.718e+10	0	0	1.0551062047909596e-08	400000
2.719e+10	0	0	9.41093220380293e-10	400000
2.72e+10	0	0	1.6453364416200113e-08	400000
2.721e+10	0	0	4.052821478196529e-08	400000
2.722e+10	0	0	2.426488041215505e-08	400000
2.723e+10	0	0	3.1028094470567398e-09	400000
2.724e+10	0	0	8.286493988040412e-09	400000
2.725e+10	0	0	6.164694210706296e-09	400000
2.726e+10	0	0	9.043994466361117e-09	400000
2.727e+10	0	0	5.442778385148576e-08	400000
2.728e+10	0	0	9.80213459915567e-09	400000
2.729e+10	0	0	5.141778780137115e-09	400000
2.73e+10	0	0	9.988215945831177e-09	400000
2.731e+10	0	0	2.6623001400922265e-09	400000
2.732e+10	0	0	3.0137254172137004e-09	400000
2.733e+10	0	0	2.825694440946569e-09	400000
2.734e+10	0	0	1.2528178905919202e-08	400000
2.735e+10	0	0	4.31387042860698e-08	400000
2.736e+10	0	0	6.67075854451248e-08	400000
2.737e+10	0	0	4.661001463790806e-09	400000
2.738e+10	0	0	4.8010979737910454e-09	400000
2.739e+10	0	0	1.927056808058766e-08	400000
2.74e+10	0	0	1.2951088215159576e-07	400000
2.741e+10	0	0	3.920466873768187e-09	400000
2.742e+10	0	0	1.0316790093323858e-08	400000
2.743e+10	0	0	1.0902360030191063e-08	400000
2.744e+10	0	0	1.6942778097269264e-08	400000
2.745e+10	0	0	3.987256026274023e-09	400000
2.746e+10	0	0	5.53485075038183e-09	400000
2.747e+10	0	0	6.946397242342961e-09	400000
2.748e+10	0	0	6.988248729907055e-09	400000
2.749e+10	0	0	4.5303229530313384e-09	400000
2.75e+10	0	0	4.942531381817666e-09	400000
2.751e+10	0	0	3.1446122397040546e-09	400000
2.752e+10	0	0	7.202920680691389e-09	400000
2.753e+10	0	0	1.6767636391466017e-09	400000
2.754e+10	0	0	2.6887654442404158e-08	400000
2.755e+10	0	0	2.4644763337574557e-09	400000
2.756e+10	0	0	2.083393590947394e-08	400000
2.757e+10	0	0	4.212342484137788e-09	400000
2.758e+10	0	0	1.203364876580886e-08	400000
2.759e+10	0	0	3.0264553084163825e-09	400000
2.76e+10	0	0	6.445269773566532e-09	400000
2.761e+10	0	0	9.837580140904795e-09	400000
2.762e+10	0	0	5.234636258869293e-09	400000
2.763e+10	0	0	3.4744735088110984e-08	400000
2.764e+10	0	0	4.4038058773603225e-09	400000
2.765e+10	0	0	3.0462720612061636e-08	400000
2.766e+10	0	0	5.084359347749711e-08	400000
2.767e+10	0	0	1.5300812362099718e-08	400000
2.768e+10	0	0	5.3953223778992104e-09	400000
2.769e+10	0	0	3.006994305039217e-09	400000
2.77e+10	0	0	7.2934520071978425e-09	400000
2.771e+10	0	0	1.203077331182905e-08	400000
2.772e+10	0	0	1.211396252924418e-09	400000
2.773e+10	0	0	6.419759313196766e-09	400000
2.774e+10	0	0	2.8738538799528907e-09	400000
2.775e+10	0	0	5.437476805361725e-09	400000
2.776e+10	0	0	5.3858923151288e-09	400000
2.777e+10	0	0	7.380903643371698e-08	400000
2.778e+10	0	0	9.4504995412379e-09	400000
2.779e+10	0	0	3.1406307970594275e-09	400000
2.78e+10	0	0	2.835870220631251e-09	400000
2.781e+10	0	0	1.46526159069293e-08	400000
2.782e+10	0	0	2.4017760578371874e-08	400000
2.783e+10	0	0	7.751895236322892e-09	400000
2.784e+10	0	0	3.1335297487237368e-09	400000
2.785e+10	0	0	1.94852853287037e-08	400000
2.786e+10	0	0	1.7714778267430032e-08	400000
2.787e+10	0	0	4.225209549688092e-09	400000
2.788e+10	0	0	1.7759317214498063e-08	400000
2.789e+10	0	0	3.838871933936904e-08	400000
2.79e+10	0	0	9.852227512597957e-09	400000
2.791e+10	0	0	1.3185556495035675e-08	400000
2.792e+10	0	0	4.536891213820092e-08	400000
2.793e+10	0	0	3.8230006132944515e-08	400000
2.794e+10	0	0	3.308671667218728e-09	400000
2.795e+10	0	0	1.683678226225856e-08	400000
2.796e+10	0	0	2.7184532182930623e-08	400000
2.797e+10	0	0	1.1052668599508938e-08	400000
2.798e+10	0	0	3.0012217864206776e-08	400000
2.799e+10	0	0	9.48676150507761e-09	400000
2.8e+10	0	0	1.286441607276938e-09	400000
2.801e+10	0	0	1.927892262294189e-09	400000
2.802e+10	0	0	2.1594622729120403e-08	400000
2.803e+10	0	0	9.563955170377088e-09	400000
2.804e+10	0	0	8.709632514911665e-08	400000
2.805e+10	0	0	8.10465750938141e-09	400000
2.806e+10	0	0	2.597164361354187e-09	400000
2.807e+10	0	0	1.5418053644952714e-08	400000
2.808e+10	0	0	3.920584114270938e-09	400000
2.809e+10	0	0	1.6927886049310686e-08	400000
2.81e+10	0	0	1.1367700998804982e-08	400000
2.811e+10	0	0	7.2812654038450285e-09	400000
2.812e+10	0	0	3.7528580821563556e-08	400000
2.813e+10	0	0	1.7126631027933677e-08	400000
2.814e+10	0	0	1.9475750235587508e-09	400000
2.815e+10	0	0	9.750617826793668e-09	400000
2.816e+10	0	0	3.7239218566941405e-09	400000
2.817e+10	0	0	3.291475449266857e-09	400000
2.818e+10	0	0	1.5289856183365272e-09	400000
2.819e+10	0	0	2.6997346063857246e-08	400000
2.82e+10	0	0	5.765855473356055e-09	400000
2.821e+10	0	0	1.5856643105047663e-08	400000
2.822e+10	0	0	2.2001559460637582e-08	400000
2.823e+10	0	0	6.324551055469201e-09	400000
2.824e+10	0	0	2.1912214532092856e-08	400000
2.825e+10	0	0	9.754298214380676e-09	400000
2.826e+10	0	0	8.422432955586582e-09	400000
2.827e+10	0	0	4.391248658779866e-09	400000
2.828e+10	0	0	5.1539284660083905e-09	400000
2.829e+10	0	0	1.4334739105848885e-08	400000
2.83e+10	0	0	5.795115713194075e-09	400000
2.831e+10	0	0	2.784166385366476e-08	400000
2.832e+10	0	0	3.810099259142788e-09	400000
2.833e+10	0	0	2.2089610770133317e-08	400000
2.834e+10	0	0	6.979868885262014e-09	400000
2.835e+10	0	0	2.3403092149891252e-08	400000
2.836e+10	0	0	8.650230221675606e-09	400000
2.837e+10	0	0	1.18594413112552e-08	400000
2.838e+10	0	0	1.3086157740324548e-08	400000
2.839e+10	0	0	3.358982893433443e-08	400000
2.84e+10	0	0	4.892642664676006e-09	400000
2.841e+10	0	0	4.8537709559751844e-09	400000
2.842e+10	0	0	2.8277009022474496e-08	400000
2.843e+10	0	0	1.2369343510420856e-08	400000
2.844e+10	0	0	4.790920868387222e-09	400000
2.845e+10	0	0	2.066800693427153e-08	400000
2.846e+10	0	0	3.969745268720263e-09	400000
2.847e+10	0	0	4.951118131991425e-09	400000
2.848e+10	0	0	3.2817234747987516e-08	400000
2.849e+10	0	0	2.756409894973419e-08	400000
2.85e+10	0	0	2.605802980832433e-08	400000
2.851e+10	0	0	5.9494733999259606e-08	400000
2.852e+10	0	0	4.561114786786991e-09	400000
2.853e+10	0	0	3.50735693657986e-08	400000
2.854e+10	0	0	7.543628489843157e-09	400000
2.855e+10	0	0	1.1224104390544527e-09	400000
2.856e+10	0	0	1.9036567117979187e-08	400000
2.857e+10	0	0	1.690226067584669e-08	400000
2.858e+10	0	0	5.736278688998147e-08	400000
2.859e+10	0	0	6.902189046082575e-09	400000
2.86e+10	0	0	9.974156720145892e-09	400000
2.861e+10	0	0	3.946961574218869e-09	400000
2.862e+10	0	0	5.965506843893471e-09	400000
2.863e+10	0	0	2.370376535108222e-08	400000
2.864e+10	0	0	5.310772758431268e-09	400000
2.865e+10	0	0	9.836221019268629e-09	400000
2.866e+10	0	0	9.571743453925809e-09	400000
2.867e+10	0	0	9.408178932139763e-09	400000
2.868e+10	0	0	5.2619451297011816e-08	400000
2.869e+10	0	0	3.733156742592514e-09	400000
2.87e+10	0	0	1.1804550291831685e-08	400000
2.871e+10	0	0	1.0967524170631942e-08	400000
2.872e+10	0	0	4.536575507324004e-09	400000
2.873e+10	0	0	1.6619295312917274e-08	400000
2.874e+10	0	0	1.2178372667181695e-08	400000
2.875e+10	0	0	3.09240458041488e-08	400000
2.876e+10	0	0	2.802473345355367e-09	400000
2.877e+10	0	0	1.5300365396077518e-08	400000
2.878e+10	0	0	4.362671260915134e-09	400000
2.879e+10	0	0	1.2488165367604678e-08	400000
2.88e+10	0	0	1.3394287164627353e-08	400000
2.881e+10	0	0	4.858493856759461e-09	400000
2.882e+10	0	0	2.2717503043548924e-08	400000
2.883e+10	0	0	3.312496820652303e-09	400000
2.884e+10	0	0	1.4546533775686091e-08	400000
2.885e+10	0	0	5.145580412182654e-09	400000
2.886e+10	0	0	2.1015063487179454e-08	400000
2.887e+10	0	0	1.5527654134131873e-08	400000
2.888e+10	0	0	2.0489475609658126e-08	400000
2.889e+10	0	0	1.3220972453670975e-08	400000
2.89e+10	0	0	9.719485684636442e-09	400000
2.891e+10	0	0	2.431564210811788e-08	400000
2.892e+10	0	0	5.46647908570944e-09	400000
2.893e+10	0	0	1.565045076808627e-07	400000
2.894e+10	0	0	2.320738589458028e-09	400000
2.895e+10	0	0	6.354605716121608e-09	400000
2.896e+10	0	0	8.536744342431199e-09	400000
2.897e+10	0	0	1.199679802565404e-08	400000
2.898e+10	0	0	6.995685099251221e-09	400000
2.899e+10	0	0	2.1067526142505003e-08	400000
2.9e+10	0	0	5.590419234268449e-09	400000
2.901e+10	0	0	1.234582388669461e-08	400000
2.902e+10	0	0	6.396720544124275e-09	400000
2.903e+10	0	0	5.1372724056510734e-08	400000
2.904e+10	0	0	1.7666352403331712e-08	400000
2.905e+10	0	0	1.9530022591044106e-08	400000
2.906e+10	0	0	2.6256519451191163e-09	400000
2.907e+10	0	0	3.590293518447724e-09	400000
2.908e+10	0	0	3.150634179071622e-09	400000
2.909e+10	0	0	7.14753680162096e-09	400000
2.91e+10	0	0	1.2828714292266206e-09	400000
2.911e+10	0	0	5.246492516859629e-08	400000
2.912e+10	0	0	2.209126304798201e-09	400000
2.913e+10	0	0	1.8124370359517562e-08	400000
2.914e+10	0	0	1.6554291529112598e-08	400000
2.915e+10	0	0	5.0860024292150654e-09	400000
2.916e+10	0	0	2.0036007982825448e-08	400000
2.917e+10	0	0	2.3411614842096066e-08	400000
2.918e+10	0	0	6.05244759707089e-08	400000
2.919e+10	0	0	1.2413639304415433e-08	400000
2.92e+10	0	0	6.964228466395764e-09	400000
2.921e+10	0	0	2.9732620608383866e-09	400000
2.922e+10	0	0	9.912616322689206e-10	400000
2.923e+10	0	0	1.7689370222183144e-08	400000
2.924e+10	0	0	1.9062016712548124e-09	400000
2.925e+10	0	0	4.071094644329952e-09	400000
2.926e+10	0	0	6.742231299921292e-09	400000
2.927e+10	0	0	1.5110658909019995e-08	400000
2.928e+10	0	0	1.1228715524064184e-08	400000
2.929e+10	0	0	1.8945131563735834e-08	400000
2.93e+10	0	0	1.9354871513761087e-08	400000
2.931e+10	0	0	4.7846090929026e-09	400000
2.932e+10	0	0	1.2625206007460397e-08	400000
2.933e+10	0	0	5.451816089469905e-09	400000
2.934e+10	0	0	1.0716447406649856e-08	400000
2.935e+10	0	0	3.635670530796933e-09	400000
2.936e+10	0	0	1.6355901875051834e-08	400000
2.937e+10	0	0	2.647962295715097e-09	400000
2.938e+10	0	0	1.6601236881643905e-08	400000
2.939e+10	0	0	1.3775911554415197e-08	400000
2.94e+10	0	0	1.9858799702755722e-08	400000
2.941e+10	0	0	5.8143038466062024e-08	400000
2.942e+10	0	0	3.944517448211808e-09	400000
2.943e+10	0	0	3.6228354186363623e-09	400000
2.944e+10	0	0	3.213411406338808e-08	400000
2.945e+10	0	0	6.875553975366221e-09	400000
2.946e+10	0	0	2.735097528479866e-09	400000
2.947e+10	0	0	1.3337710872807816e-08	400000
2.948e+10	0	0	2.16208928860368e-08	400000
2.949e+10	0	0	7.0801181275171995e-09	400000
2.95e+10	0	0	7.29566591035369e-09	400000
2.951e+10	0	0	5.172090393922025e-09	400000
2.952e+10	0	0	7.740868196260342e-09	400000
2.953e+10	0	0	4.27793884999761e-09	400000
2.954e+10	0	0	8.155059965138705e-09	400000
2.955e+10	0	0	7.165043627473838e-08	400000
2.956e+10	0	0	2.0490918650986065e-08	400000
2.957e+10	0	0	9.555267555441452e-09	400000
2.958e+10	0	0	2.4541621113572064e-08	400000
2.959e+10	0	0	1.8397954750798608e-08	400000
2.96e+10	0	0	7.128492218839066e-09	400000
2.961e+10	0	0	3.71652006549447e-08	400000
2.962e+10	0	0	1.0623510757329914e-08	400000
2.963e+10	0	0	8.07240962681225e-09	400000
2.964e+10	0	0	7.937849446894707e-09	400000
2.965e+10	0	0	3.1798167004911846e-08	400000
2.966e+10	0	0	1.8975162053454705e-07	400000
2.967e+10	0	0	3.0673836071749958e-09	400000
2.968e+10	0	0	2.1442021736922287e-09	400000
2.969e+10	0	0	1.449679968850932e-09	400000
2.97e+10	0	0	1.171447110578122e-08	400000
2.971e+10	0	0	1.150409077568926e-08	400000
2.972e+10	0	0	2.383551772824534e-09	400000
2.973e+10	0	0	1.3127024490327298e-08	400000
2.974e+10	0	0	2.2129600312334e-09	400000
2.975e+10	0	0	9.401960047142491e-09	400000
2.976e+10	0	0	2.0912657511276594e-08	400000
2.977e+10	0	0	5.367625871151012e-09	400000
2.978e+10	0	0	2.4018474399277146e-08	400000
2.979e+10	0	0	2.3016128358609083e-09	400000
2.98e+10	0	0	2.9463126835220806e-08	400000
2.981e+10	0	0	1.3943024928375909e-08	400000
2.982e+10	0	0	1.4675239733973511e-08	400000
2.983e+10	0	0	6.295613485868411e-09	400000
2.984e+10	0	0	1.8221111514022448e-09	400000
2.985e+10	0	0	5.429972528751662e-09	400000
2.986e+10	0	0	3.778688051269061e-08	400000
2.987e+10	0	0	2.899589096322438e-08	400000
2.988e+10	0	0	1.0318048622393557e-08	400000
2.989e+10	0	0	3.0199419345978077e-09	400000
2.99e+10	0	0	1.5236576571030183e-08	400000
2.991e+10	0	0	9.479304083558286e-09	400000
2.992e+10	0	0	1.7169071128167268e-09	400000
2.993e+10	0	0	9.798048719993077e-08	400000
2.994e+10	0	0	2.417348816608851e-08	400000
2.995e+10	0	0	5.955654725318488e-09	400000
