#t	<mx>	<my>	<mz>	u_x	u_y	u_z
8.451000e-07	1	0	0	0.0020670539077769687	-0.0046802883601101625	0.276501856799067
8.501000e-07	1	0	0	0.002401391391216382	-0.003908665513508364	0.27466299134577404
8.551000e-07	1	0	0	0.002177539002255143	-0.0037783917464814624	0.2728849101856038
8.601000e-07	1	0	0	0.0017740622339821749	-0.002370358089023881	0.2702268266201385
8.651000e-07	1	0	0	0.0020525649926591543	-0.002729157822368412	0.2679397902741904
8.701000e-07	1	0	0	0.003193316343281798	-0.0032208789999742062	0.2668610544093192
8.751000e-07	1	0	0	0.0037447300362189765	-0.002968798261030952	0.2656155948245286
8.801000e-07	1	0	0	0.003855871961315998	-0.0023715202403306397	0.26349702002159797
8.851000e-07	1	0	0	0.004101138504513789	-0.0022245849730343705	0.26214737979218783
8.901000e-07	1	0	0	0.0035944701128137113	-0.001953479580162427	0.2606212423274834
8.951000e-07	1	0	0	0.005214864914673724	-0.0019059477628859064	0.2591003147736529
9.001000e-07	1	0	0	0.005355943540875125	-0.0014016496848385568	0.25720790375733976
9.051000e-07	1	0	0	0.005328026506256835	-0.0008495356649434411	0.25514312842013587
9.101000e-07	1	0	0	0.005892075082227911	-0.0003652687720474184	0.2551368402804304
9.151000e-07	1	0	0	0.005305701316749859	1.2007222825790173e-05	0.253482063298113
9.201000e-07	1	0	0	0.005869959132064694	0.0005318555032954827	0.25113235348222673
9.251000e-07	1	0	0	0.005208071339736021	0.00084963015811941	0.24890526016046285
9.301000e-07	1	0	0	0.004343224385958756	0.0021843560896527745	0.24727446155338617
9.351000e-07	1	0	0	0.004949312633135134	0.003498458892210729	0.24519895573049408
9.401000e-07	1	0	0	0.007187859516886049	0.004231044152762581	0.24368756109894105
9.451000e-07	1	0	0	0.006880199417093284	0.005140995668431303	0.24239047239312242
9.501000e-07	1	0	0	0.0070591149266768845	0.004929883746638443	0.2414198597895618
9.551000e-07	1	0	0	0.008381385527021354	0.005153367518883874	0.23978301629654009
9.601000e-07	1	0	0	0.008117569825667637	0.004660241034257284	0.23734019542801477
9.651000e-07	1	0	0	0.008745030668931482	0.0045260206096808045	0.23684913558110707
9.701000e-07	1	0	0	0.008882150889957178	0.004055092290149457	0.23482658786350571
9.751000e-07	1	0	0	0.007979289653703767	0.0038875917915574135	0.23203398409165593
9.801000e-07	1	0	0	0.007019607931076903	0.0028204342119737195	0.2299203433389934
9.851000e-07	1	0	0	0.006922731253972596	0.002848988781625805	0.2280946030568091
9.901000e-07	1	0	0	0.008300006084821966	0.0035196977287943443	0.22697169321835264
9.951000e-07	1	0	0	0.008905585901899762	0.0033497492421755873	0.22574268685521667
1.000100e-06	1	0	0	0.007918846343037602	0.0029637967552658697	0.22373932519174755
1.005100e-06	1	0	0	0.007619360383355988	0.002804659154904893	0.2216778648763138
1.010100e-06	1	0	0	0.007958740530154001	0.002311476582689724	0.22050337176365975
1.015100e-06	1	0	0	0.007885957075916097	0.0028015831179277473	0.21922582890492187
1.020100e-06	1	0	0	0.007683218265557974	0.0021943343084472526	0.2171634572103838
1.025100e-06	1	0	0	0.007810996258763896	0.0017862371857521738	0.21612096561412913
1.030100e-06	1	0	0	0.007868938386215898	0.0023591067310423422	0.21346961905853443
1.035100e-06	1	0	0	0.007313575639943959	0.002839607890464591	0.21307277250573523
1.040100e-06	1	0	0	0.00791624449794944	0.002574990311959215	0.2115369551895988
1.045100e-06	1	0	0	0.005725446385661181	0.0021106689444468493	0.20944614604963097
1.050100e-06	1	0	0	0.004964750163960265	0.002675401714902452	0.20754952569556714
1.055100e-06	1	0	0	0.0036804220451251597	0.0021676987111043148	0.20545535241763668
1.060100e-06	1	0	0	0.0028895985489781595	0.0007965430670998759	0.20484808031993235
1.065100e-06	1	0	0	0.003046722910980658	-0.00035808063740348897	0.20255946244548848
1.070100e-06	1	0	0	0.0025062941028072753	-0.0006953517797163353	0.19975436053875878
1.075100e-06	1	0	0	0.0024038260952758237	-0.0008618442774892509	0.1984766609226365
1.080100e-06	1	0	0	0.0024648158980552534	-0.001131884153042103	0.19616888882957031
1.085100e-06	1	0	0	0.0023940936481294983	8.317960712000509e-05	0.19487931168687478
1.090100e-06	1	0	0	0.0027937750637857177	-0.0007197611836362787	0.19356391606608378
1.095100e-06	1	0	0	0.0036290451593886334	-0.00032423110490820405	0.19128428808246345
1.100100e-06	1	0	0	0.003759355253115388	3.5571424721776156e-05	0.1895251861186914
1.105100e-06	1	0	0	0.0033212719315094826	-0.00045145226897681985	0.18722474016589083
1.110100e-06	1	0	0	0.0023452003070047155	-0.0009000603637156468	0.18634045925902035
1.115100e-06	1	0	0	0.0025484486250072318	-0.0021288320395920764	0.18496732656013512
1.120100e-06	1	0	0	0.0017346190771122332	-0.0007638794022723705	0.18242984704028634
1.125100e-06	1	0	0	0.0004399234527944692	-0.001462853692729803	0.18258974247772103
1.130100e-06	1	0	0	-3.653529673365546e-05	-0.00184812875558558	0.1814979993704061
1.135100e-06	1	0	0	-2.7353381716746818e-05	-0.0013120939683355611	0.18070103980233912
1.140100e-06	1	0	0	0.00021704327255855216	-0.00069006595002412	0.17863846857106425
1.145100e-06	1	0	0	-0.00041243067608254025	-0.0006725323625552854	0.17736786627130097
1.150100e-06	1	0	0	-0.0009001485294904155	0.00047917231144776134	0.17548207552797077
1.155100e-06	1	0	0	-0.0024490333596032675	0.0009545879139215284	0.17296130586736608
1.160100e-06	1	0	0	-0.0020699005961004754	0.0004888595136426177	0.17161433180419317
1.165100e-06	1	0	0	-0.0016993592305098667	0.0017328303911495846	0.1716651944410501
1.170100e-06	1	0	0	-0.001735888070453017	0.001139907882734408	0.17135225902421747
1.175100e-06	1	0	0	-0.0024034265844248863	0.0013238558127493943	0.1709322944842704
1.180100e-06	1	0	0	-0.0008405073753321743	0.002014236169174513	0.16863188715014335
1.185100e-06	1	0	0	-0.0007885538193805724	0.0027711921066433296	0.16772894784363584
1.190100e-06	1	0	0	-0.0022735885545685226	0.0027212035280543188	0.16600422387663544
1.195100e-06	1	0	0	-0.0015062250152123487	0.003254686152674551	0.16527345123860462
1.200100e-06	1	0	0	-0.002237732411758564	0.0037352452420061043	0.16486845228046001
1.205100e-06	1	0	0	-0.002772311414701896	0.004567611481925639	0.16273950267670154
1.210100e-06	1	0	0	-0.003389678360577168	0.005257115317480566	0.16045457300465565
1.215100e-06	1	0	0	-0.0020386236192562546	0.006109942195318155	0.16069178907376636
1.220100e-06	1	0	0	-0.0022555966767788056	0.005473966864692647	0.15853583063596036
1.225100e-06	1	0	0	-0.0027252348294106296	0.005903023786494645	0.1571230876289831
1.230100e-06	1	0	0	-0.002962422676336776	0.005203956186075135	0.15626777981043358
1.235100e-06	1	0	0	-0.0034290086475146967	0.0042898854480918295	0.1542752897138411
1.240100e-06	1	0	0	-0.003873542990850833	0.005093032270121178	0.1539898906856439
1.245100e-06	1	0	0	-0.003164991512167557	0.004919782661674013	0.1524730374917515
1.250100e-06	1	0	0	-0.0021638202781302032	0.004607818186292879	0.15206309778424074
1.255100e-06	1	0	0	-0.003161958530290956	0.0030066608307273437	0.151109034164416
1.260100e-06	1	0	0	-0.0023839804877256354	0.003065763413216691	0.149538260123475
1.265100e-06	1	0	0	-0.002425432182951471	0.0033266253993030257	0.149413174593731
1.270100e-06	1	0	0	-0.0031729783588404473	0.0035726597599448	0.14799181531722072
1.275100e-06	1	0	0	-0.003325125947557215	0.0030306392337591725	0.1482935222526626
1.280100e-06	1	0	0	-0.0023399644066147427	0.0031079340327295206	0.1464682112329036
1.285100e-06	1	0	0	-0.0021826838867107412	0.0032575391353542238	0.14487429377997982
1.290100e-06	1	0	0	-0.0038823990214213225	0.003228480454048453	0.14450816770734323
1.295100e-06	1	0	0	-0.00460406570937761	0.0026484768883539636	0.14333787126338865
1.300100e-06	1	0	0	-0.005027162486394487	0.003214759996841342	0.14207574571312157
1.305100e-06	1	0	0	-0.006005245718160209	0.0037951741742044847	0.14188129366802113
1.310100e-06	1	0	0	-0.004791583254797625	0.0034796245520645835	0.1407301195846538
1.315100e-06	1	0	0	-0.00454736545891499	0.0038768630997537573	0.1394572911283743
1.320100e-06	1	0	0	-0.004649604051325826	0.0031892314465941604	0.13724440607408572
1.325100e-06	1	0	0	-0.0043630080021068995	0.0017755802985351494	0.13640393168527634
1.330100e-06	1	0	0	-0.004699254451221629	0.0014559413630474388	0.13529743995291135
1.335100e-06	1	0	0	-0.004525521820856656	0.003559155139122806	0.13396074846982783
1.340100e-06	1	0	0	-0.005326211096842175	0.003147343337710232	0.1325195832467035
1.345100e-06	1	0	0	-0.006152971270386462	0.0037288606640797904	0.1319769833667198
1.350100e-06	1	0	0	-0.00567046863641022	0.0025598296519653303	0.13055919238869138
1.355100e-06	1	0	0	-0.005341798913787825	0.0010047260354071811	0.12899868949105514
1.360100e-06	1	0	0	-0.005802182824907483	0.0022606256177991955	0.12719577203539006
1.365100e-06	1	0	0	-0.006386461206872625	0.0028622385183913615	0.12605739699806454
1.370100e-06	1	0	0	-0.005974932770037291	0.003367579157144838	0.12463496976451946
1.375100e-06	1	0	0	-0.005985110152644625	0.0037397275689996833	0.12371416633427754
1.380100e-06	1	0	0	-0.005774244434696776	0.002915858673875143	0.12310848208876321
1.385100e-06	1	0	0	-0.006396798626084556	0.0028892380600841813	0.12251159904368261
1.390100e-06	1	0	0	-0.006086451807931134	0.003425179219778066	0.12129899615000896
1.395100e-06	1	0	0	-0.006647717696079578	0.005481367302830778	0.11990589166019895
1.400100e-06	1	0	0	-0.005959207878250034	0.004543204608856287	0.11903692693520937
1.405100e-06	1	0	0	-0.004577874606450992	0.004112984321495611	0.11728105875370148
1.410100e-06	1	0	0	-0.0047483049551250225	0.00413121243082631	0.11618864204613827
1.415100e-06	1	0	0	-0.0047964454377109845	0.003340669770204225	0.11563494710886903
1.420100e-06	1	0	0	-0.005224857406188396	0.003057728050776956	0.11400845769949486
1.425100e-06	1	0	0	-0.0049884575691652696	0.0028487979268782553	0.11379555605045799
1.430100e-06	1	0	0	-0.00291357446085159	0.0033993939087497873	0.11299805848406318
1.435100e-06	1	0	0	-0.005062348236120887	0.0030688033305360228	0.11068256726445123
1.440100e-06	1	0	0	-0.005301776663624976	0.0034747474164830033	0.11044571582038996
1.445100e-06	1	0	0	-0.004826522988693575	0.003042581817485325	0.11038365322822336
1.450100e-06	1	0	0	-0.004433613960919415	0.0019298924558351456	0.1096813154886844
1.455100e-06	1	0	0	-0.0035321986851035397	0.0019660827781095716	0.10855896111975179
1.460100e-06	1	0	0	-0.0028872144443056985	0.000964745934700201	0.10837050758290137
1.465100e-06	1	0	0	-0.0022893799667215962	0.0008532513683731747	0.1064740926812388
1.470100e-06	1	0	0	-0.0020950191609900226	0.0014237230229238753	0.10529016048215997
1.475100e-06	1	0	0	-0.002582834064848131	0.002252087351929889	0.10413789503482569
1.480100e-06	1	0	0	-0.003648850836457725	0.0014219295472302483	0.10330781333616315
1.485100e-06	1	0	0	-0.003907938727387463	0.0019485478656085307	0.10313473282601607
1.490100e-06	1	0	0	-0.0037191471786470957	0.0022674094634906124	0.10226009438347486
1.495100e-06	1	0	0	-0.004119967073585459	0.002665559785435299	0.10143027637013542
1.500100e-06	1	0	0	-0.00447346795988727	0.0019046419053537413	0.09907277643784906
1.505100e-06	1	0	0	-0.002419737316217974	0.001465536220230127	0.09845646393685809
1.510100e-06	1	0	0	-0.0019348766227888707	0.0014447717521654329	0.09881116461674487
1.515100e-06	1	0	0	0.00011203549240423694	0.0011733416770223224	0.09779014252807422
1.520100e-06	1	0	0	-0.00029531848636105514	0.001323730175019339	0.09711201098915402
1.525100e-06	1	0	0	-0.0003305799021984121	0.0012761674093718768	0.09635647525474342
1.530100e-06	1	0	0	-0.00019766464994707447	0.002062624145581303	0.09548667804602089
1.535100e-06	1	0	0	0.0003768864275615703	0.0024808704146691094	0.09510843029377143
1.540100e-06	1	0	0	0.00034953416759353847	0.0017766769113222221	0.0959887648736794
1.545100e-06	1	0	0	0.00025708284244440824	0.0019704291708355593	0.0945533169913438
1.550100e-06	1	0	0	0.0006631203197686049	0.0029535630091368894	0.09386065850306707
1.555100e-06	1	0	0	-0.0005469237089576417	0.002703439360786471	0.09334764931826206
1.560100e-06	1	0	0	0.00013091779916468113	0.002769976561447698	0.09122528285954845
1.565100e-06	1	0	0	-4.943315612301161e-05	0.0018958206315653442	0.09056504751620942
1.570100e-06	1	0	0	-0.0002773328815923873	0.0022994929233911884	0.0890437574794639
1.575100e-06	1	0	0	-0.0004681185127126609	0.0025568697640350494	0.08855630686396194
1.580100e-06	1	0	0	-0.0002694915172039107	0.002795251829933194	0.08890296448296531
1.585100e-06	1	0	0	3.921449869258514e-05	0.0030793214113371365	0.08779500251990884
1.590100e-06	1	0	0	0.001490547038872807	0.0035104227377554206	0.08609896246999504
1.595100e-06	1	0	0	0.0010880416012823868	0.0041079780214850065	0.08520183829497624
1.600100e-06	1	0	0	0.0014720674256743936	0.005137054147828704	0.08465214898654819
1.605100e-06	1	0	0	0.00023625424581129626	0.005539291667125127	0.08456529125582418
1.610100e-06	1	0	0	0.0008066939872774137	0.005045225408292241	0.08234103940006438
