#t	<mx>	<my>	<mz>
0.000000e+00	1	0	0
9.713116e-08	0.9948881127217146	0.0009889630543247663	0.0386776803784881
1.942422e-07	0.9934218050579559	0.0020020435191828306	0.042626293473639734
2.926182e-07	0.9919134244078573	0.0022801032262811773	0.04923412165982328
3.893329e-07	0.9903838682050303	0.0018979707284705173	0.0549474726055727
4.855384e-07	0.9890850941499468	0.0016811128317319648	0.05958179711963109
5.822216e-07	0.9873101903863132	0.002312094766190426	0.06690166245237614
6.789057e-07	0.9857575760523296	0.002955186895548326	0.07200879758463648
7.753065e-07	0.9841049671041145	0.003606324728365785	0.07858949088520578
8.731359e-07	0.9824442976854177	0.0024698793348694945	0.08340801004628116
9.686322e-07	0.9809062974943112	0.0021827883936434544	0.08965854659603666
1.064353e-06	0.9791111979445527	0.0018049832254937706	0.0953058117839523
1.161486e-06	0.9774225274372533	0.0007231891920150437	0.10023882570212092
1.258379e-06	0.9756947183976094	0.001153675909181187	0.10568851321835031
1.356480e-06	0.974066641646003	0.002143391953355996	0.11154146739153192
1.452910e-06	0.9721381845913396	0.00150760537107202	0.11786857195098135
1.551090e-06	0.970157910722477	0.0011784203029585848	0.12301538904443612
1.647964e-06	0.9683370947277842	0.001995548931043302	0.12915039123746944
1.744613e-06	0.9665376537068475	0.002032182146241455	0.13458342825208433
1.841261e-06	0.9646472894192367	0.0010094749084043726	0.13907867614165553
1.937912e-06	0.9628575829279366	0.00207556805577317	0.1447685905252921
2.035604e-06	0.9608548802260312	0.0011920838325962684	0.15202097789665855
2.132321e-06	0.9588013910320414	0.0006638834593409125	0.15673551517892614
2.229280e-06	0.9565701826515295	0.0026000787354981316	0.16235032031360216
2.327340e-06	0.9544068398990173	0.0015709543931252499	0.16814221442677962
2.425203e-06	0.9520742041734043	0.0032570002489082745	0.17356942576163084
2.521196e-06	0.9498717958364576	0.002088189640243572	0.17942122218017853
2.618410e-06	0.9475937527818035	0.002703513338678992	0.18523936963593876
2.715548e-06	0.9454637976997692	0.0034548022373370505	0.19018504532762973
2.811271e-06	0.9431585257255878	0.0028490161940618046	0.19559450878037873
2.908172e-06	0.9410906807551142	0.0022984033806690216	0.2006987785105734
