# t (s)	mx ()	my ()	mz ()
2.90005701264685e-10	0.37607653338874886	-0.9209156416608716	0.10183326745950684
3.0000760745807923e-10	0.5312180817541725	-0.8405946776664638	0.10542213181737511
3.1000184246967106e-10	0.6697561151737077	-0.7345039746139024	0.10895518168952104
3.2000592184713234e-10	0.7876441188028802	-0.6057111928459666	0.1123844335960137
3.300064115932916e-10	0.8811310762379752	-0.4583830216663769	0.11581294272417927
3.400074705873788e-10	0.9473582105499536	-0.2970229331464418	0.11917316576480644
3.5000129597156004e-10	0.9842675871798215	-0.126792670733187	0.12257468020634127
3.600062227867985e-10	0.9908409348559921	0.047431464763388456	0.1260321647633432
3.7000873852598733e-10	0.9668216625738874	0.21997827238985715	0.1295143944497566
3.800077358598358e-10	0.9130112918151657	0.3854935760568788	0.1330895916864062
3.900084796787128e-10	0.8310754004042072	0.5390366371660582	0.13661348769993045
4.0000383991754794e-10	0.7236789920897079	0.6757222238822729	0.14009546271948886
4.100014889028714e-10	0.5940463756265937	0.7914721011894413	0.14354249178727688
4.2000579679066406e-10	0.4461222840062877	0.8827777521224501	0.14689850575071714
4.300032844650084e-10	0.2847286360541261	0.9467192797070584	0.15025166178611787
4.400052165425325e-10	0.11463013544202016	0.9814072822496523	0.1536210882039218
4.5000434402006867e-10	-0.05876114040157228	0.985785288450394	0.15704093865901717
4.6000309776638365e-10	-0.23014035709046854	0.9597845948510663	0.1605253047173809
4.700035937176447e-10	-0.3942615012079132	0.9041934236642327	0.16402537523180344
4.800014283959879e-10	-0.5459890989003825	0.8208181551887749	0.16753919775639634
4.900079545805895e-10	-0.6808424990764083	0.7121457527454219	0.1709918294949945
5.000011719595081e-10	-0.7943661353297404	0.5818088409466272	0.174372998884446
5.100017077082899e-10	-0.8833537519558414	0.4336053514900614	0.17772205195384938
5.200008826171892e-10	-0.9450025421411393	0.2722384152613584	0.1810220392091881
5.300016012269648e-10	-0.9774330079030482	0.10267603082351791	0.18436423042166492
5.400030985752681e-10	-0.9796740762271094	-0.0698597730725907	0.1877614862674577
5.500029553023718e-10	-0.9517165225139083	-0.23997778399542188	0.19119300895340752
5.600013496876249e-10	-0.8944665080261938	-0.4024410044422954	0.19467119226645804
5.700010402804714e-10	-0.8097014942266458	-0.5523095906858484	0.19812905882374246
5.800029678740281e-10	-0.7000914084231572	-0.6849693471654786	0.20154247186666957
5.900036867181095e-10	-0.5690636137430459	-0.7963171664022659	0.2048864174508142
6.000074142748234e-10	-0.4206293112268921	-0.8829762790840867	0.20817685469909017
6.10004090124447e-10	-0.2595686543358107	-0.9422428023223807	0.2114590011264198
6.200032502194989e-10	-0.09070494841468185	-0.972399545810153	0.2147519284506114
6.300084030060822e-10	0.0807934346771594	-0.9725254078291609	0.2181049571525846
6.400002834688743e-10	0.2493211147571859	-0.9427012592540276	0.22150549537117525
6.500077563018835e-10	0.4101548634804561	-0.8837983436920491	0.22493147197894936
6.60004014461023e-10	0.5579118087549259	-0.7978213420332059	0.22834533776295202
6.700074019576265e-10	0.6883540960390588	-0.6873235441657974	0.2317019883935298
6.800086141556902e-10	0.7973328344126681	-0.5558475924135083	0.23499992416586984
6.900074547657626e-10	0.8815335064615206	-0.4074960566252318	0.23824919027258634
7.000052612423295e-10	0.9384374003969633	-0.24685367589534074	0.24147330095329161
7.100078810809831e-10	0.9663375691788364	-0.07880547691065788	0.24473128232571278
7.200029962942191e-10	0.9643924803329277	0.09125601211852037	0.24803782017848863
7.30002295161359e-10	0.9327416347031467	0.258277436788291	0.2513887832493046
7.400072934276143e-10	0.8723645941991192	0.4171364704215201	0.25476323226341563
7.500047640426423e-10	0.7852522877006548	0.5627436878839245	0.2581196848197728
7.600041579612251e-10	0.6740990339410929	0.6907789206471662	0.2614276374884098
7.700020274089459e-10	0.542408143363178	0.7972943514212448	0.2646635760297143
7.800067857916257e-10	0.39414913653222067	0.8791019473299142	0.26785837172577653
7.900027105431087e-10	0.23416516865963288	0.9336022388951669	0.2710426128955146
8.000079832674576e-10	0.06712198412191774	0.9592660931342721	0.27424759526577713
8.100048929126278e-10	-0.10152577138024456	0.9552994022006838	0.2775009077458565
8.200007191703048e-10	-0.2667030896861961	0.9219185763285234	0.2807997207040305
8.300052271859276e-10	-0.42347535481318094	0.8601562613185268	0.28411868064006723
8.400008528147866e-10	-0.5667576336672752	0.7720827855166319	0.2874126832243133
8.500058897069433e-10	-0.69242367238207	0.6603031644790218	0.29065626177126797
8.600013931535591e-10	-0.7963951510525324	0.5285300448032568	0.29383914471777933
8.700060778626421e-10	-0.8756998245175591	0.38062587379027585	0.296976640371465
8.800013208038958e-10	-0.9278003620117641	0.22144878955146036	0.300100723570787
8.900060695197077e-10	-0.9512374092706884	0.05563713855416232	0.30325491405163424
9.000017040564404e-10	-0.945299427101443	-0.11138257418841635	0.30645268086100486
9.10006207878883e-10	-0.9102277830899397	-0.27475568393783323	0.30969467481419505
9.200016122407023e-10	-0.8472337859838607	-0.42917035650643254	0.3129448464030627
9.300060314384621e-10	-0.7582078561442397	-0.5701622465555459	0.3161783797574032
9.400016863474741e-10	-0.6461149382823366	-0.6931662243386358	0.31935656551525554
9.500059395613726e-10	-0.514273850852602	-0.7946470611671302	0.322473602931589
9.600014843929982e-10	-0.3670131380932719	-0.871346266334898	0.3255482241684052
9.700057553102199e-10	-0.20865905224088724	-0.9210782322996349	0.3286184311797346
9.800012308640657e-10	-0.04438767236418673	-0.9422893780605297	0.3317101999847879
9.900056127459872e-10	0.12101234149534944	-0.9344235677988816	0.33484826156481806
1.000001043240017e-09	0.2821512659998696	-0.8978024174562471	0.33802322154250697
1.0100053644836737e-09	0.43435789204660696	-0.8335674004694019	0.3412117637524629
1.020000705280503e-09	0.5726986718387808	-0.7438820532532163	0.3443696893471836
1.030005047867887e-09	0.6931888047997797	-0.6314128509648818	0.3474794829063079
1.0400003824512473e-09	0.7919430650933009	-0.4998861922121291	0.3505294580508229
1.0500046930485457e-09	0.8661423472270514	-0.3531720511162784	0.3535405823517907
1.0600000793489485e-09	0.9134249273803314	-0.19608230131005158	0.35654386857288767
1.0700043829078355e-09	0.9324781393971662	-0.033210443135041796	0.35957562088911105
1.0800085872499874e-09	0.9227296619654033	0.13026977878618307	0.36264970449589995
1.0900039143367582e-09	0.8846008272484933	0.28918145771760545	0.3657553384963926
1.1000080754867381e-09	0.8192772509380795	0.43891778697445816	0.3688698858368104
1.1100033583739767e-09	0.7289597639951322	0.5746317630461868	0.37195627834159134
1.1200075629657775e-09	0.6163444395246581	0.6924131461520631	0.37499241658698423
1.1300028441900508e-09	0.48515909095024917	0.7884740497870306	0.37796975508518776
1.140007100469534e-09	0.3392639584601008	0.8600760129628825	0.3809132511879926
1.150002310208266e-09	0.18345342856289118	0.9049430497001043	0.38384978639676054
1.1600065144034916e-09	0.022276199687450197	0.921842006494118	0.38681504236750985
1.1700017896845807e-09	-0.13900571495059688	0.9102959772144471	0.38981597999427736
1.1800058996073542e-09	-0.2957053717275875	0.8707177485367409	0.3928518069801808
1.1900011587076192e-09	-0.44273937439332695	0.8044776545114742	0.3958889073003593
1.200005328921293e-09	-0.5758620869190426	0.7135818474371233	0.39889906952654147
1.2100004982407325e-09	-0.6907782981281873	0.6010612024440775	0.40185603467634445
1.2200046837100644e-09	-0.7841981366988294	0.4702482617006404	0.4047621230477805
1.2300087632893369e-09	-0.853185067422201	0.3253242588175852	0.40763394457905944
1.2400039429733001e-09	-0.8956511050504172	0.17093443041550765	0.41050022003216274
1.250008039199292e-09	-0.9104325352413654	0.011592544003885877	0.41339462202458566
1.2600031637543135e-09	-0.8971272673273064	-0.14750128804836	0.41632377189455844
1.270007277016798e-09	-0.8562049069888734	-0.30172994062753533	0.41928254800866366
1.2800024701410355e-09	-0.7890827601631316	-0.44608779079559285	0.4222400224921766
1.2900064849346353e-09	-0.6977951622805111	-0.5764110354731687	0.4251704456964244
1.3000015744503568e-09	-0.5853903058175417	-0.6884994825169506	0.42804764352797575
1.310005687837846e-09	-0.4551980730887083	-0.779149168224096	0.43087673762024803
1.3200007820916126e-09	-0.31151392993741306	-0.8454673034922635	0.4336716497613149
1.330004830816405e-09	-0.15855145266501508	-0.885594990057806	0.43646786353297407
1.3400088659278493e-09	-0.0011758306925087876	-0.8982999798982962	0.4392888365822033
1.3500040300089605e-09	0.15561186145398703	-0.8832991400636011	0.4421414732104051
1.3600080566731867e-09	0.30725974842083914	-0.8411154996812703	0.44502116111787204
1.370003147859199e-09	0.4488506998018805	-0.7732114690180227	0.44789657628143836
1.3800071348688634e-09	0.5763041885793347	-0.6816467935971546	0.4507437517204161
1.3900021961372885e-09	0.6855167677184747	-0.5694804750883751	0.4535392297878274
1.4000062100356886e-09	0.7733695888386648	-0.44003902854441934	0.45628892441397195
1.4100011776420852e-09	0.8370647686855297	-0.29759451875434634	0.45900769116539175
1.4200052505084765e-09	0.8748256946859063	-0.14632102036067166	0.4617282688811138
1.4300002964590029e-09	0.8854999710245711	0.008826377384077912	0.46447049327951145
1.4400042410660921e-09	0.8688649056849791	0.1633318042003506	0.4672472674812384
1.4500082095579521e-09	0.8255031764313862	0.31230096370465343	0.47004464140190366
1.4600032350079537e-09	0.7569159594851066	0.4510439190535176	0.47283570524382823
1.4700071586914066e-09	0.6651846753484295	0.575565711292449	0.4755977653605992
1.480002163650123e-09	0.5533770409567687	0.6818601478290159	0.4783098541811544
1.4900062051974065e-09	0.42480907342916957	0.7668977117560558	0.4809785930437239
1.5000011168855862e-09	0.28372686153548043	0.827974124036567	0.4836186960332638
1.5100049606942853e-09	0.1342673834463375	0.8633919451929764	0.486262137988236
1.5200088898686648e-09	-0.01881635592499982	0.8720766508750579	0.48892838677488987
1.530003882457763e-09	-0.1706606918426924	0.8538786101573366	0.4916215736555401
1.5400077770680637e-09	-0.3168624149299519	0.8094210777229659	0.49433496410668754
1.5500026225436264e-09	-0.4526837189329074	0.740247447898557	0.4970396392921303
1.5600065487425527e-09	-0.5742207307422056	0.6484567414957116	0.4997151126781989
1.5700016031369878e-09	-0.6775651630230065	0.537120410563717	0.5023419729912784
1.5800053372645192e-09	-0.7597725858940368	0.40954731325336113	0.5049283129780946
1.5900002424035823e-09	-0.8182393986149745	0.2699438103051113	0.5074886203530656
1.6000041816405875e-09	-0.8513450710984585	0.12240597756305778	0.5100528892124478
1.610007911861695e-09	-0.8580915922360338	-0.028368532961587638	0.5126389462360917
1.6200027746485564e-09	-0.8383942428539348	-0.17759609089773123	0.5152493946851819
1.6300065381873608e-09	-0.7929233627071743	-0.32094990284176517	0.5178770472951437
1.6400014748525507e-09	-0.7232556791840519	-0.4537904727884504	0.5204939473045608
1.650005252184366e-09	-0.6315096243697844	-0.5722961284299664	0.5230815889219692
1.6600001342467186e-09	-0.5207557448315079	-0.6726627128788537	0.5256225982085941
1.670004087562126e-09	-0.39428161988945876	-0.752038523285379	0.5281255772448713
1.6800078696115474e-09	-0.2561386879473082	-0.8079481978188746	0.5306070510800591
1.690002762151916e-09	-0.11075634839195425	-0.8387348739206653	0.5330888644710535
1.7000064994668338e-09	0.037616561726944615	-0.8435941438847357	0.5355932583231919
1.710001393449755e-09	0.18414578285270342	-0.8224638689984644	0.5381196101174953
1.720005141728257e-09	0.32458346123268716	-0.7760582483085593	0.5406602798483137
1.7300087895000176e-09	0.4544945700499102	-0.7059164316940485	0.5431909326828349
1.7400036397204672e-09	0.5698235396383866	-0.6143846365937935	0.5456876865293231
1.7500072593530114e-09	0.6672716419288943	-0.5042100958543405	0.5481441464200858
1.7600021158315867e-09	0.74373508218156	-0.37904880684616943	0.5505610480593707
1.7700058392638325e-09	0.7970654908075452	-0.24259669304336173	0.552960632352515
1.7800006019702347e-09	0.8256116645116192	-0.09933627309432226	0.5553611787204451
1.7900043978196904e-09	0.828636880378564	0.04654972675944237	0.5577830039189268
1.800007971526e-09	0.80611046520051	0.19042817364702858	0.5602265040964013
1.8100026337884073e-09	0.7588827233100082	0.3277607132120712	0.5626772481310849
1.8200063068723082e-09	0.6884264780185153	0.45458808937833217	0.5651187109737192
1.8300011938560834e-09	0.597130787389169	0.5668254316433414	0.5675268407546651
1.8400049493991875e-09	0.487735866781844	0.6612665974878303	0.5698964875441875
1.8500084963324568e-09	0.36376234398542534	0.7349599980622682	0.5722311600856224
1.8600032485416349e-09	0.22920974780963868	0.7856793357201843	0.5745464779460767
1.870006825138358e-09	0.08802993484376812	0.8120370156575973	0.5768673418847068
1.880001580174379e-09	-0.05516166138770572	0.8132706784958855	0.5792039385757128
1.8900052125569527e-09	-0.19619939147072032	0.7894452359867582	0.5815619272825394
1.9000088367605255e-09	-0.3306219236243915	0.7413876197047404	0.583926763698134
1.910003549495702e-09	-0.4542116917666319	0.6707553147274861	0.5862767728435037
1.9200072735572604e-09	-0.563424667054213	0.5796966340511995	0.5885981461158437
1.9300019574467054e-09	-0.6547620098625115	0.47126503326741426	0.5908789424692861
1.9400056976941084e-09	-0.7256424169491771	0.34868119920245133	0.5931295183559342
1.950000206516329e-09	-0.773835685775962	0.21599866418745653	0.5953624373406351
1.9600037220667532e-09	-0.7980337907829161	0.07710651650603413	0.5976012419593185
1.970007321512775e-09	-0.797534077820758	-0.0635774671672172	0.5998565150346257
1.9800019763185176e-09	-0.7724882151498029	-0.20159100005070701	0.6021266153801577
1.9900056239630854e-09	-0.7237295859049027	-0.33294140104347764	0.6044035068418231
2.000000326743597e-09	-0.6529498571149166	-0.4533834302651976	0.6066645523658437
2.0100039140142162e-09	-0.5623038499290102	-0.5594656161262749	0.6088975279431792
2.0200075220371267e-09	-0.4547268545179937	-0.6478654616510199	0.6110941144565658
2.0300020502893913e-09	-0.3337241054741829	-0.7158772446902527	0.6132588959093939
2.040005594908783e-09	-0.20286475877050011	-0.7616091866597126	0.6154116797237192
2.0500002177438023e-09	-0.06644888547597574	-0.7836629967475082	0.6175666706507882
2.060003648276856e-09	0.07153880579581015	-0.7814974229977979	0.6197384695902874
2.0700073000996934e-09	0.20672723436775614	-0.7552534942556213	0.6219249826147427
2.0800019022221695e-09	0.33485044038124423	-0.7059022835354369	0.6241122879360802
2.0900053034372924e-09	0.4522204233310153	-0.6349835632352515	0.6262868033220329
2.100008933463098e-09	0.5551534271593939	-0.5448134435124015	0.6284321169086114
2.1100035092899784e-09	0.6404663708456478	-0.4383639714537697	0.6305411546165102
2.1200070667084382e-09	0.7057564443164697	-0.31879878851015586	0.6326246124536393
2.130001700882466e-09	0.7489812193947033	-0.19006732486164232	0.6346939787247914
2.1400052291812595e-09	0.7689781135909249	-0.05594772246904157	0.6367692306299259
2.1500088171082587e-09	0.7651833510807835	0.07929546301377058	0.6388581213599618
2.1600035054010984e-09	0.7378543151657394	0.21137639002828726	0.6409576515052735
2.1700069634878854e-09	0.6878946204399918	0.3364738849892791	0.6430598980970387
2.1800015779634155e-09	0.6170352658133403	0.4505532609128709	0.6451450537132012
2.190004925019169e-09	0.5274356564383403	0.550347920198047	0.6472037805690775
2.200008300737965e-09	0.42199837194309225	0.6327399482426402	0.6492301364380505
2.2100028635183403e-09	0.30415547264357323	0.695218216671013	0.6512296673982962
2.2200062997645225e-09	0.17738764607690805	0.7360521793144413	0.6532199171664929
2.230000932055138e-09	0.045856951561911434	0.7540074376303895	0.6552124872327016
2.2400043313889617e-09	-0.0865938613743046	0.7486644704197091	0.6572190922722532
2.2500077525962787e-09	-0.21576858683211636	0.7202696254201437	0.6592361103565426
2.260002216641747e-09	-0.33759883337679647	0.6698619434001217	0.6612505251796477
2.2700055599326367e-09	-0.44858168671404147	0.599012096336057	0.6632511313999478
2.280000034079999e-09	-0.5451565080624131	0.5101244223023875	0.6652227621914116
2.2900034717495127e-09	-0.6245822897651542	0.4058680280138068	0.6671659268877492
2.300006961984305e-09	-0.6843935171099907	0.28960063936094693	0.6690859451965983
2.3100013375377363e-09	-0.7228078616676809	0.1650786773441122	0.6709945317932893
2.3200048645791515e-09	-0.7388066560181966	0.03595057360596495	0.6729088342460593
2.3300082184064207e-09	-0.7319557214700684	-0.09367232660922288	0.6748341156699119
2.3400025747240895e-09	-0.7026111388792304	-0.2196871881745842	0.6767660750246292
2.3500061027386877e-09	-0.6517334550301345	-0.3384576549008316	0.6786976948235396
2.3600004273540864e-09	-0.5810875678206131	-0.44614814684022946	0.6806116011278686
2.3700037087646732e-09	-0.492822469358484	-0.5396868299432082	0.6825011725993857
2.38000721213115e-09	-0.38979826649969573	-0.6161552503477051	0.6843625043463143
2.3900015021446914e-09	-0.2753741565433762	-0.673228186482238	0.6862010858541956
2.4000049188955447e-09	-0.1529227209466997	-0.7093388712621697	0.6880327630606745
2.410008348444866e-09	-0.0263541428977602	-0.7234100638908206	0.689868062195758
2.4200026521627563e-09	0.10029861669491771	-0.7151298823597589	0.6917114540775672
2.4300060993358025e-09	0.22336470489431212	-0.684847446630882	0.6935632216692744
2.4400005245611207e-09	0.33885518986149743	-0.6336585032923331	0.6954099525165159
2.4500039916205802e-09	0.4434558371454132	-0.5631546070026368	0.6972423088346082
2.4600072298591857e-09	0.5338849530598053	-0.475646717989395	0.6990497643935443
2.4700015333242953e-09	0.6073666971814151	-0.3740133074184342	0.7008292065984295
2.4800049847667598e-09	0.6618462192498261	-0.2612742714490612	0.7025911050866366
2.4900081756839386e-09	0.6956573189216794	-0.1410488080912074	0.7043454201618278
2.5000027060061097e-09	0.7078561442396848	-0.017182639753812984	0.7061016027939557
2.51000594773773e-09	0.6981926123522253	0.10670527784040695	0.7078677457297462
2.5200003518460596e-09	0.6670906020913016	0.22658959372374102	0.7096375671867756
2.5300036152668363e-09	0.6155630650208623	0.3390084710118944	0.7114045024194483
2.540006885401415e-09	0.5453223810739742	0.44042680127564326	0.7131554219365728
2.5500013318210394e-09	0.45871406028156875	0.5277022077465809	0.7148811011387344
2.5600046983635254e-09	0.3583393830859556	0.5983660348212216	0.7165838603239453
2.570007900815158e-09	0.2474346841768805	0.6502340897731224	0.718269075792478
2.5800021939640205e-09	0.12957656145869553	0.6817798994733716	0.7199461419216504
2.590005634680697e-09	0.008219156985930618	0.6921857003542247	0.721627905239482
2.6000086825356307e-09	-0.11277224877171346	0.6811986365249768	0.7233167992292536
2.6100030537897474e-09	-0.22957901474939876	0.6493037068628303	0.7250079003317687
2.62000624483148e-09	-0.3388272896927156	0.5975375186529324	0.7266952663204103
2.6300006311087536e-09	-0.43700303178061256	0.5276883991437761	0.7283653149629115
2.6400038365588725e-09	-0.521307353239453	0.44188304294520747	0.7300141979601298
2.6500070338832927e-09	-0.5891177796853269	0.34290447774505967	0.7316404439035697
2.66000126508852e-09	-0.6383887986425012	0.23397361674019182	0.7332494290935037
2.6700044842025418e-09	-0.6677800135641226	0.11830419293696758	0.7348539434653164
2.680007654725778e-09	-0.6764319521108599	-0.00041133740128440665	0.736461230876217
2.690001994764227e-09	-0.6642035288450394	-0.11839797400632389	0.7380732154757765
2.7000052998000314e-09	-0.6315584072206769	-0.23223393086100486	0.7396891049671129
2.7100084508384267e-09	-0.5796141785828117	-0.338325737469938	0.7412988258612946
2.7200028130129045e-09	-0.5101440033539059	-0.4333674926474849	0.742891625557777
2.7300059510594386e-09	-0.4252628048758403	-0.5146517198727979	0.7444645046469344
2.7400000813143205e-09	-0.32781611740119376	-0.5796022375369436	0.7460150296454856
2.750003172915517e-09	-0.22070021047932603	-0.6264143631200741	0.7475525949307488
2.760006363592801e-09	-0.10734782353782742	-0.6536701681661451	0.7490848405083739
2.7700006375798177e-09	0.008611144099900941	-0.660631345166174	0.7506182745313225
2.780003782234585e-09	0.12379604829479601	-0.6472012339005273	0.752158046929329
2.7900068736738882e-09	0.23456025598885893	-0.6138874703001854	0.7536990643652932
2.800001114317546e-09	0.33742812169499015	-0.5618785562811486	0.7552319890545317
2.8100043041875867e-09	0.42945252738178025	-0.4927881176293753	0.7567511051409654
2.8200074364016248e-09	0.5077564732918984	-0.4088787278700162	0.7582500742495364
2.830001799352268e-09	0.5699492318794912	-0.31290667467112887	0.7597285002318034
2.840004906398787e-09	0.6143035393486324	-0.20772842881189876	0.7611951549461057
2.8500080940178765e-09	0.6394819419694598	-0.09671275174667507	0.7626571124717489
2.860002210774925e-09	0.6448111571699698	0.016584733265331622	0.7641199754795434
2.870005421850946e-09	0.6302421191360976	0.1288661258221778	0.7655880450097068
2.8800085929712803e-09	0.5963180039732556	0.2365750952567223	0.767056340910408
2.8900028949420286e-09	0.5442452534625637	0.3363333654779497	0.7685163176938457
2.9000058593086395e-09	0.4756400966511648	0.42528258400157914	0.7699627122450162
2.9100000764964038e-09	0.3928253216272601	0.5005881672497972	0.7713888466330552
2.9200030699627546e-09	0.2982884859342403	0.5601302400252086	0.7727986257497392
2.930006258821524e-09	0.19507277360048678	0.6020830390516342	0.7741964638205552
2.940000493749563e-09	0.08650732416215737	0.6252313506896152	0.7755889821837332
2.9500036682655486e-09	-0.02422663476879419	0.6290023442932893	0.7769844433639024
2.960006643264483e-09	-0.13360867347770342	0.6133556127216621	0.7783830171389662
2.9700009435639055e-09	-0.2381903339327625	0.5789190512539116	0.7797796667644588
2.9800040905152598e-09	-0.33495697601558877	0.526798876115554	0.7811701477927967
2.9900070945180714e-09	-0.42087192385076205	0.45872552029004404	0.782546084514082
3.000001252619716e-09	-0.4932880569620712	0.3769655187869437	0.7839032324807313
3.010004289386215e-09	-0.5501713511785755	0.2839724452726588	0.7852452136213491
3.0200073440836206e-09	-0.5897794607672694	0.18274234211107732	0.7865763855687876
3.030001554401155e-09	-0.6109722705146036	0.07653647304741829	0.7879028037349328
3.040004562566791e-09	-0.6132329198901831	-0.031531198189443166	0.7892318251622624
3.0500078038707698e-09	-0.5965684263806792	-0.13803169911914695	0.7905628839244321
3.0600018640517633e-09	-0.5616387166963664	-0.2395991792709782	0.7918914526106862
3.0700048368899436e-09	-0.5095624574423389	-0.3333135259112772	0.7932134565513445
3.080008002157015e-09	-0.44206552589497855	-0.4162374115343938	0.7945217084818325
3.0900020954467208e-09	-0.36139699823612076	-0.48581381113815486	0.7958120771398354
3.100005123984698e-09	-0.2699753606988149	-0.5400937309848748	0.7970886371950336
3.1100082183641267e-09	-0.1707456232388372	-0.5774175354767906	0.7983556330950105
3.12000235840013e-09	-0.0669052414060689	-0.5967162463418522	0.7996180449915972
3.1300052685893335e-09	0.03850276347493263	-0.5975283506461521	0.8008824942230238
3.1400082622404752e-09	0.14213325030062007	-0.5799069322808009	0.8021485280482151
3.150002333323563e-09	0.24071677061601762	-0.5445395917543173	0.8034112795006085
3.160005448262197e-09	0.3314189176952944	-0.4925555784944367	0.8046672398368684
3.1700084687734784e-09	0.4113947798048505	-0.4256792700727283	0.8059099009040334
3.1800026366355206e-09	0.47818506742220096	-0.34613467213396787	0.8071360935145746
3.1900055654145108e-09	0.5299192242010026	-0.25630872051750114	0.808349609375
3.200008434144619e-09	0.5650192777149977	-0.15909455802963463	0.8095544099697207
3.2100025516720644e-09	0.5824872734483658	-0.05762046987279787	0.8107550227094924
3.220005669273394e-09	0.5819129148013734	0.04514113255104203	0.8119573332282974
3.230008716323461e-09	0.5633929185862888	0.14592580569801808	0.8131603794513502
3.2400026026787967e-09	0.527642445924606	0.24155479434689384	0.8143597471531642
3.2500056730794205e-09	0.47579934832449583	0.3292837341902816	0.81555226714621
3.260008714063937e-09	0.40958228750144876	0.4063616572677619	0.8167321103891401
3.270002802314664e-09	0.3311928867133171	0.47041990716091503	0.8178963906575973
3.280005820921865e-09	0.24298047599385722	0.5196688832869727	0.8190492958065311
3.2900088465972453e-09	0.14778662811123666	0.552608626166261	0.820194108208739
3.3000028419518973e-09	0.04867690948076032	0.5683079322952886	0.821335128904439
3.3100057887034e-09	-0.05144852314163371	0.5664084571127433	0.8224773946380969
3.3200086292279517e-09	-0.1494098604968924	0.5470487393877492	0.8236199999275614
3.3300026670456603e-09	-0.24212255995197324	0.5109668036661161	0.8247582475841736
3.3400057890964557e-09	-0.32692308562963607	0.45930938649962333	0.8258897041246523
3.3500088384365396e-09	-0.4011542860092142	0.39378830189499303	0.827009106433994
3.3600028247004705e-09	-0.4625376284426431	0.3165811495367553	0.8281139078436486
3.370005782216038e-09	-0.5093620629237656	0.2299999083199322	0.829208409393834
3.380008571753662e-09	-0.5402040300294101	0.13683517519721403	0.8302956104941759
3.390002630401854e-09	-0.5541988226015588	0.0400815140499138	0.8313791330732788
3.4000056002253885e-09	-0.551035803669738	-0.05742751021157496	0.8324638440977051
3.4100085140609635e-09	-0.5308926741061081	-0.1525967473722908	0.8335480457884215
3.4200025537927904e-09	-0.49453049165869845	-0.2424299145496494	0.834627720068382
3.4300054907618232e-09	-0.44310346310703524	-0.32434690402070293	0.8357005466395746
3.440008505462495e-09	-0.37831307430205435	-0.3957852861866887	0.8367618283133403
3.450002532704492e-09	-0.30231114698329564	-0.45455399231607846	0.8378096975327423
3.460005417526917e-09	-0.21737417646398355	-0.4990167595691354	0.8388481723748261
3.47000828125608e-09	-0.12623705839635488	-0.5278259192454798	0.8398800258786798
3.480002309997989e-09	-0.03183035039216432	-0.5401791858628883	0.8409084272318325
3.490005201650685e-09	0.06308252213451118	-0.535813177300649	0.8419374511039638
3.500008199835371e-09	0.15549143232788595	-0.5149424928285814	0.842965682679213
3.510002119016869e-09	0.2424852904424548	-0.47835003495161105	0.8439891038805343
3.520005003169902e-09	0.3215694790036799	-0.4271939153410408	0.8450056773730876
3.5300078804393044e-09	0.3902704471451959	-0.3631665933226124	0.8460114416724618
3.5400019600433656e-09	0.44648555212679647	-0.2883910000959811	0.8470047555922577
