#t	<mx>	<my>	<mz>	u_anis_x	u_anis_y	u_anis_z
9.275588e-05	-3.91331860594863e-05	0.001204456045697285	0.9999992738768502	1.6791741383104718e-07	0.0012226913940631668	0.9999992525125841
9.276597e-05	-3.536539443806318e-05	0.001207631762533614	0.9999992701871412	1.6772778054015513e-07	0.0012217108949513352	0.9999992537109521
9.277607e-05	-3.116864713693553e-05	0.0012103698459281639	0.9999992670164072	1.6754757260233944e-07	0.0012207311897328105	0.9999992549073897
9.278616e-05	-2.6593648336598578e-05	0.0012126258656984504	0.9999992644153736	1.6737755488608575e-07	0.0012197522767059567	0.9999992561019012
9.279626e-05	-2.1695672067895928e-05	0.0012143612248201483	0.9999992624277849	1.6721837010220617e-07	0.001218774154092161	0.999999257294491
9.280635e-05	-1.653389441832378e-05	0.0012155436257305866	0.9999992610898892	1.6707053103802434e-07	0.0012177968200497108	0.9999992584851637
9.281645e-05	-1.1170678595506642e-05	0.0012161474605252244	0.9999992604300119	1.669344143612617e-07	0.0012168202726884334	0.999999259673924
9.282654e-05	-5.670821485346905e-06	0.001216154120332958	0.9999992604682255	1.668102560684962e-07	0.0012158445100849363	0.9999992608607767
9.283664e-05	-1.0077080759651476e-07	0.001215552220132475	0.9999992612161221	1.666981486331916e-07	0.0012148695302982414	0.9999992620457261
9.284673e-05	5.47217767321636e-06	0.0012143377362935754	0.9999992626766872	1.665980398877619e-07	0.0012138953313856524	0.999999263228777
9.285682e-05	1.098069318261978e-05	0.001212514055181681	0.999999264844275	1.665097336531799e-07	0.0012129219114186396	0.999999264409934
9.286692e-05	1.6358223394009134e-05	0.0012100919322383353	0.999999267704694	1.6643289210852713e-07	0.0012119492684985614	0.9999992655892018
9.287701e-05	2.153979848169173e-05	0.001207089362032037	0.999999271235389	1.6636703987185324e-07	0.001210977400772035	0.9999992667665848
9.288711e-05	2.6462816054909155e-05	0.0012035313608494043	0.9999992754057291	1.6631156974303894e-07	0.0012100063064457588	0.9999992679420874
9.289720e-05	3.106779748967491e-05	0.0011994496644532645	0.9999992801773883	1.6626575003927187e-07	0.001209035983800623	0.999999269115714
9.290730e-05	3.529910652073025e-05	0.0011948823446592519	0.9999992855048226	1.6622873343450245e-07	0.0012080664312049242	0.9999992702874689
9.291739e-05	3.910562141195478e-05	0.0011898733493632217	0.9999992913358303	1.6619956719607358e-07	0.0012070976471265321	0.9999992714573559
9.292749e-05	4.244135258435484e-05	0.0011844719715766948	0.9999992976121935	1.661772046948365e-07	0.001206129630143861	0.9999992726253794
9.293758e-05	4.5265998239747456e-05	0.0011787322538851677	0.9999993042703895	1.6616051804968105e-07	0.0012051623789555055	0.9999992737915429
9.294767e-05	4.754543126735377e-05	0.0011727123355243865	0.999999311242368	1.661483117537001e-07	0.0012041958923884378	0.9999992749558497
9.295777e-05	4.925211155072252e-05	0.0011664737499629035	0.999999318456378	1.6613933711734904e-07	0.0012032301694046576	0.9999992761183041
9.296786e-05	5.036541869370636e-05	0.0011600806814772266	0.9999993258378413	1.661323073540954e-07	0.0012022652091062116	0.9999992772789087
9.297796e-05	5.0871901145666044e-05	0.0011535991897012377	0.9999993333102575	1.6612591312628985e-07	0.0012013010107385356	0.9999992784376667
9.298805e-05	5.0765438716093645e-05	0.001147096411518536	0.9999993407961292	1.6611883836343296e-07	0.0012003375736920631	0.9999992795945813
9.299815e-05	5.00473165152761e-05	0.0011406397499401381	0.9999993482179012	1.6610977616172236e-07	0.00119937489750209	0.9999992807496553
9.300824e-05	4.872620942768335e-05	0.0011342960597670272	0.9999993554988951	1.6609744457279156e-07	0.001198412981846899	0.9999992819028909
9.301834e-05	4.681807730571523e-05	0.00112813083987605	0.9999993625642349	1.6608060209088457e-07	0.0011974518265441573	0.9999992830542909
9.302843e-05	4.4345972150050574e-05	0.0011222074418875592	0.9999993693417474	1.6605806265136553e-07	0.0011964914315456378	0.9999992842038572
9.303853e-05	4.133975960615894e-05	0.0011165863047752807	0.9999993757628295	1.6602870995936385e-07	0.0011955317969303293	0.9999992853515921
9.304862e-05	3.783575814179279e-05	0.001111324224665478	0.9999993817632705	1.6599151097545174e-07	0.0011945729228960125	0.9999992864974978
9.305871e-05	3.387630026469881e-05	0.0011064736686472833	0.9999993872840207	1.6594552839543966e-07	0.001193614809749405	0.9999992876415755
9.306881e-05	2.950922108179234e-05	0.001102082140884435	0.9999993922718958	1.6588993197352726e-07	0.0011926574578950025	0.9999992887838274
9.307890e-05	2.478728037872384e-05	0.0010981916086866812	0.9999993966802088	1.6582400855202163e-07	0.0011917008678227392	0.999999289924255
9.308900e-05	1.9767525202031146e-05	0.001094837995474756	0.9999994004693246	1.6574717067646488e-07	0.0011907450400946255	0.9999992910628599
9.309909e-05	1.4510600644857478e-05	0.0010920507467646623	0.9999994036071267	1.656589636920988e-07	0.0011897899753305161	0.9999992921996432
9.310919e-05	9.080017162919207e-06	0.001089852474414761	0.9999994060693922	1.655590712359439e-07	0.0011888356741931924	0.9999992933346066
9.311928e-05	3.5413832727073813e-06	0.0010882586834337097	0.9999994078400729	1.6544731905815175e-07	0.001187882137372927	0.9999992944677514
9.312938e-05	-2.0383870979876653e-06	0.0010872775846497873	0.9999994089114749	1.6532367712646927e-07	0.0011869293655717217	0.999999295599079
9.313947e-05	-7.591883030791738e-06	0.001086909995504813	0.9999994092843381	1.6518825998839803e-07	0.0011859773594874146	0.9999992967285904
9.314956e-05	-1.3052011041865267e-05	0.001087149330171239	0.9999994089678148	1.6504132538667453e-07	0.0011850261197978373	0.9999992978562876
9.315966e-05	-1.8352805671879604e-05	0.0010879816791117805	0.9999994079793452	1.648832711447992e-07	0.0011840756471452273	0.9999992989821718
9.316975e-05	-2.3430226447784702e-05	0.001089385977120395	0.9999994063444325	1.6471463036023884e-07	0.001183125942121066	0.9999993001062442
9.317985e-05	-2.8222931587902026e-05	0.0010913342578144553	0.9999994040963246	1.645360649633679e-07	0.0011821770052515457	0.9999993012285064
9.318994e-05	-3.267301910278548e-05	0.0010937919915034382	0.9999994012755974	1.643483577199607e-07	0.0011812288369838274	0.9999993023489605
9.320004e-05	-3.67267263383024e-05	0.0010967185023522275	0.999999397929656	1.6415240277384406e-07	0.0011802814376732575	0.9999993034676079
9.321013e-05	-4.033507950937527e-05	0.0011000674597990375	0.9999993941121492	1.6394919484395697e-07	0.0011793348075717022	0.9999993045844506
9.322023e-05	-4.34544853770796e-05	0.0011037874382909658	0.9999993898823135	1.6373981720632058e-07	0.0011783889468171362	0.9999993056994906
9.323032e-05	-4.604725792073182e-05	0.001107822538574711	0.9999993853042477	1.6352542860610014e-07	0.0011774438554246148	0.9999993068127302
9.324042e-05	-4.808207364195294e-05	0.001112113063036364	0.9999993804461328	1.633072492578678e-07	0.0011764995332787368	0.9999993079241714
9.325051e-05	-4.9534349999978514e-05	0.0011165962369311634	0.999999375379401	1.6308654610319194e-07	0.0011755559801276873	0.9999993090338168
9.326060e-05	-5.038654240611147e-05	0.0011212069667896937	0.9999993701778687	1.6286461750365197e-07	0.0011746131955789375	0.9999993101416691
9.327070e-05	-5.062835618916489e-05	0.0011258786268378502	0.999999364916842	1.626427775542015e-07	0.001173671179096646	0.9999993112477312
9.328079e-05	-5.0256870971025175e-05	0.0011305438639294541	0.9999993596722043	1.624223402063914e-07	0.0011727299300008027	0.999999312352006
9.329089e-05	-4.927657594965822e-05	0.001135135411266716	0.9999993545195004	1.6220460339326486e-07	0.0011717894474681185	0.9999993134544968
9.330098e-05	-4.769931566327878e-05	0.0011395869010775617	0.9999993495330235	1.6199083334771895e-07	0.0011708497305346482	0.9999993145552062
9.331108e-05	-4.554414689092035e-05	0.001143833666431489	0.9999993447849225	1.6178224930379288e-07	0.0011699107781001244	0.9999993156541386
9.332117e-05	-4.283710841822477e-05	0.001147813522506801	0.9999993403443322	1.6158000876571712e-07	0.001168972588933938	0.9999993167512968
9.333127e-05	-3.9610906450010784e-05	0.0011514675178703093	0.9999993362765457	1.613851935227074e-07	0.0011680351616827067	0.9999993178466849
9.334136e-05	-3.5904519470329315e-05	0.001154740646692885	0.9999993326422296	1.611987965784724e-07	0.0011670984948793273	0.9999993189403068
9.335145e-05	-3.17627273238358e-05	0.0011575825132962695	0.9999993294967024	1.6102171015335998e-07	0.0011661625869534085	0.9999993200321662
9.336155e-05	-2.7235570207886353e-05	0.0011599479410023378	0.9999993268892726	1.6085471490410472e-07	0.0011652274362429595	0.9999993211222675
9.337164e-05	-2.2377744111574647e-05	0.001161797517929013	0.9999993248626542	1.606984704914351e-07	0.0011642930410071903	0.9999993222106148
9.338174e-05	-1.7247940005660966e-05	0.0011630980731387652	0.9999993234524618	1.6055350760950843e-07	0.0011633593994402668	0.9999993232972121
9.339183e-05	-1.1908134766992457e-05	0.001163823077387102	0.9999993226867913	1.6042022157348404e-07	0.0011624265096858643	0.9999993243820637
9.340193e-05	-6.422842404159324e-06	0.001163952963629332	0.9999993225858934	1.6029886754271732e-07	0.0011614943698523292	0.9999993254651741
9.341202e-05	-8.583346306473737e-07	0.001163475363413453	0.9999993231619423	1.6018955743729594e-07	0.001160562978028281	0.9999993265465476
9.342212e-05	4.718159797802912e-06	0.0011623852563030857	0.9999993244188994	1.6009225858517656e-07	0.0011596323322984514	0.999999327626188
9.343221e-05	1.0239267308401217e-05	0.0011606850305252501	0.9999993263524819	1.6000679411627423e-07	0.0011587024307595827	0.9999993287041004
9.344231e-05	1.563828348619738e-05	0.0011583844541101995	0.9999993289502253	1.5993284509874194e-07	0.0011577732715361785	0.9999993297802885
9.345240e-05	2.0849978964528623e-05	0.001155500556872012	0.9999993321916478	1.5986995439163175e-07	0.0011568448527959367	0.9999993308547568
9.346249e-05	2.5811387494702813e-05	0.0011520574246557747	0.9999993360485109	1.598175321673863e-07	0.0011559171727646533	0.9999993319275091
9.347259e-05	3.0462566673743886e-05	0.0011480859083371616	0.999999340485172	1.5977486303743522e-07	0.0011549902297404411	0.9999993329985496
9.348268e-05	3.474732213949932e-05	0.001143623251090137	0.9999993454590274	1.597411146947973e-07	0.0011540640221070733	0.999999334067882
9.349278e-05	3.861388648369133e-05	0.0011387126384259855	0.9999993509210369	1.5971534796926363e-07	0.001153138548346302	0.9999993351355104
9.350287e-05	4.201554468059997e-05	0.0011334026764398212	0.9999993568163269	1.5969652817366667e-07	0.0011522138070489938	0.9999993362014384
9.351297e-05	4.491119847524125e-05	0.0011277468045682725	0.9999993630848619	1.5968353760414215e-07	0.0011512897969249614	0.9999993372656695
9.352306e-05	4.72658629123743e-05	0.001121802649953029	0.9999993696621777	1.5967518904334826e-07	0.0011503665168113542	0.9999993383282069
9.353316e-05	4.905108900749435e-05	0.0011156313312106403	0.9999993764801673	1.5967024010348916e-07	0.0011494439656795225	0.999999339389054
9.354325e-05	5.024530745333741e-05	0.0011092967200200035	0.999999383467908	1.5966740823584766e-07	0.0011485221426402628	0.9999993404482137
9.355334e-05	5.083408920937864e-05	0.0011028646694487975	0.9999993905525225	1.5966538622547815e-07	0.0011476010469473887	0.999999341505689
9.356344e-05	5.081031982605362e-05	0.0010964022183417904	0.9999993976600622	1.5966285798385032e-07	0.001146680677999572	0.9999993425614826
9.357353e-05	5.0174285397586136e-05	0.001089976781383289	0.9999994047164016	1.5965851444864373e-07	0.001145761035340447	0.9999993436155968
9.358363e-05	4.8933669105037314e-05	0.0010836553346189957	0.9999994116481328	1.596510693985937e-07	0.001144842118656965	0.9999993446680343
9.359372e-05	4.710345839136062e-05	0.0010775036062773853	0.9999994183834523	1.5963927499232245e-07	0.0011439239277760238	0.999999345718797
9.360382e-05	4.470576388993672e-05	0.0010715852826667337	0.9999994248530231	1.5962193684342803e-07	0.0011430064626594134	0.9999993467678872
9.361391e-05	4.1769552294253136e-05	0.00106596123874175	0.9999994309908092	1.595979284497039e-07	0.0011420897233971352	0.9999993478153064
9.362401e-05	3.8330296396093034e-05	0.0010606888026357055	0.9999994367348676	1.5956620480217444e-07	0.0011411737101991821	0.999999348861057
9.363410e-05	3.4429546520311806e-05	0.0010558210630436278	0.999999442028089	1.5952581500953734e-07	0.00114025842338587	0.99999934990514
9.364420e-05	3.0114428533933928e-05	0.0010514062278243715	0.9999994468188796	1.5947591378550238e-07	0.0011393438633768448	0.9999993509475572
9.365429e-05	2.5437074494420514e-05	0.001047487041570627	0.9999994510617759	1.5941577166025654e-07	0.0011384300306788964	0.99999935198831
9.366438e-05	2.0453992815708912e-05	0.0010441002691834278	0.9999994547179824	1.593447837926984e-07	0.001137516925872722	0.9999993530273998
9.367448e-05	1.5225385561374178e-05	0.001041276251690373	0.9999994577558307	1.5926247727698911e-07	0.0011366045495988044	0.9999993540648278
9.368457e-05	9.814421113063978e-06	0.001039038539673898	0.9999994601511493	1.5916851685515804e-07	0.0011356929025425747	0.999999355100595
9.369467e-05	4.286471001418858e-06	0.0010374036087383155	0.9999994618875447	1.5906270896675835e-07	0.0011347819854190364	0.9999993561347028
9.370476e-05	-1.291679880256943e-06	0.0010363806604531912	0.9999994629565849	1.589450040866523e-07	0.0011338717989570375	0.9999993571671526
9.371486e-05	-6.85264013785695e-06	0.001035971511177948	0.9999994633578907	1.5881549732268944e-07	0.0011329623438833807	0.9999993581979452
9.372495e-05	-1.2329226065682663e-05	0.0010361705701108397	0.9999994630991258	1.58674427266061e-07	0.001132053620906968	0.9999993592270819
9.373505e-05	-1.765527332651751e-05	0.0010369649068275124	0.9999994621958921	1.585221731082188e-07	0.0011311456307031601	0.999999360254564
9.374514e-05	-2.2766436316124352e-05	0.001038334407493162	0.9999994606715283	1.5835925005918942e-07	0.0011302383738985551	0.9999993612803926
9.375523e-05	-2.7600965554817314e-05	0.001040252017861055	0.9999994585568166	1.581863031226293e-07	0.0011293318510563549	0.9999993623045693
9.376533e-05	-3.210045371392798e-05	0.0010426840701215766	0.9999994558895974	1.580040993028242e-07	0.001128426062662506	0.9999993633270955
9.377542e-05	-3.62105412641483e-05	0.001045590689653053	0.9999994527143035	1.5781351833776996e-07	0.0011275210091127794	0.9999993643479725
9.378552e-05	-3.988157322043295e-05	0.001048926276760168	0.9999994490814113	1.5761554207028254e-07	0.001126616690700946	0.9999993653672024
9.379561e-05	-4.3069199049010724e-05	0.0010526400575798815	0.9999994450468227	1.5741124258554015e-07	0.0011257131076081897	0.9999993663847866
9.380571e-05	-4.5734908488705806e-05	0.0010566766974990799	0.9999994406711814	1.5720176925835674e-07	0.0011248102598938833	0.9999993674007271
9.381580e-05	-4.784649681307353e-05	0.001060976969673008	0.9999994360191323	1.5698833486666635e-07	0.0011239081474878469	0.9999993684150262
9.382590e-05	-4.937845391224274e-05	0.0010654784705677496	0.9999994311585367	1.5677220093897213e-07	0.001123006770184173	0.9999993694276861
9.383599e-05	-5.0312272493782396e-05	0.001070116373881954	0.9999994261596463	1.565546625127797e-07	0.001122106127636698	0.9999993704387089
9.384609e-05	-5.063667167903994e-05	0.0010748242137393344	0.9999994210942511	1.5633703248814052e-07	0.001121206219356176	0.999999371448097
9.385618e-05	-5.034773329353892e-05	0.0010795346876898068	0.9999994160348115	1.5612062576533735e-07	0.001120307044709182	0.9999993724558538
9.386627e-05	-4.944894920487005e-05	0.001084180469817726	0.9999994110535818	1.559067433583457e-07	0.0011194086029187684	0.9999993734619814
9.387637e-05	-4.7951179136088506e-05	0.0010886950241337978	0.9999994062217381	1.5569665667600362e-07	0.0011185108930668567	0.9999993744664833
9.388646e-05	-4.587251946430573e-05	0.0010930134084235457	0.9999994016085215	1.5549159216079894e-07	0.0011176139140983412	0.9999993754693625
9.389656e-05	-4.323808458958081e-05	0.0010970730588406685	0.9999993972804043	1.5529271647086637e-07	0.0011167176648268567	0.9999993764706222
