#t	<mx>	<my>	<mz>	B_ext_x	B_ext_y	B_ext_z
1.000000e-13	1.742082339830732e-06	0.9999999998467399	1.7420823397417346e-05	0.001	0	0
1.001000e-10	0.0017469614516101362	0.9998458841491696	0.01746871705798164	0.001	0	0
2.001000e-10	0.003498456487868992	0.9993819816580877	0.034977357523923884	0.001	0	0
3.001000e-10	0.005256238856677845	0.9986050951976794	0.05253794627043618	0.001	0	0
4.001000e-10	0.007020320030698091	0.9975121042999736	0.07014497046620753	0.001	0	0
5.001000e-10	0.008790711285762544	0.996099968657097	0.08779280059561119	0.001	0	0
6.001000e-10	0.010567423696906641	0.9943657316199344	0.10547569073659958	0.001	0	0
7.001000e-10	0.012350468134358358	0.9923065237419991	0.12318777892279487	0.001	0	0
8.001000e-10	0.01413985525948837	0.9899195663672339	0.1409230875923048	0.001	0	0
9.001000e-10	0.015935595520718777	0.9872021752603679	0.15867552412580196	0.001	0	0
1.000100e-09	0.017737699149391908	0.9841517642783724	0.1764388814764276	0.001	0	0
1.100100e-09	0.01954617615559857	0.9807658490814531	0.19420683889407803	0.001	0	0
1.200100e-09	0.021361036323965837	0.9770420508819313	0.21197296274665728	0.001	0	0
1.300100e-09	0.023182289209404686	0.9729781002292552	0.2297307074408664	0.001	0	0
1.400100e-09	0.02500994413281807	0.9685718408292958	0.24747341644512538	0.001	0	0
1.500100e-09	0.026844010176768168	0.963821233395968	0.26519432341719595	0.001	0	0
1.600100e-09	0.02868449618110446	0.9587243595331142	0.282886553439106	0.001	0	0
1.700100e-09	0.03053141073855237	0.9532794256444863	0.3005431243619329	0.001	0	0
1.800100e-09	0.032384762190261776	0.9474847668695429	0.31815694826303625	0.001	0	0
1.900100e-09	0.034244558621317416	0.9413388510426777	0.3357208330182728	0.001	0	0
2.000100e-09	0.03611080785620909	0.9348402826733678	0.3532274839917607	0.001	0	0
2.100100e-09	0.037983517454264475	0.9279878069446328	0.3706695058456961	0.001	0	0
2.200100e-09	0.03986269470504281	0.9207803137270555	0.38803940447273855	0.001	0	0
