#t	<mx>	<my>	<mz>
0.000000e+00	1	0	0
8.130097e-08	0.9541826066696393	0.003649946188189611	0.1487440337110071
1.593711e-07	0.9451253569045784	0.004677111780141472	0.16192319242956868
2.380477e-07	0.9357705850231852	0.0040949380543634905	0.1780096750222029
3.182882e-07	0.9265515482639493	0.003142506606315421	0.1914025382081906
3.962913e-07	0.9165235584975149	0.0027664228593949408	0.20682889283194664
4.758258e-07	0.9084152041661271	0.0047723807168040195	0.2195295117454168
5.568691e-07	0.897682574683272	0.004279323762243277	0.23293507912344596
6.369469e-07	0.8870727430003659	0.004176385475144278	0.24864288492910389
7.182275e-07	0.8781193549489876	0.004638495466885494	0.2606497687550131
7.974371e-07	0.8682547064236249	0.0009888617492372122	0.2740568219482909
8.787411e-07	0.8577480641501634	0.0037818215065063723	0.28804587451169705
9.556231e-07	0.8489960675051516	0.00357557797750889	0.29993106980336465
1.038369e-06	0.8398008669325314	0.0035273788526250793	0.3127599618935468
1.118059e-06	0.8291061506429959	0.004186211683371619	0.3229633022028105
1.196732e-06	0.8188749525796245	0.002183313449285442	0.34029706280778593
1.275325e-06	0.8099602058785944	0.005763756081347881	0.3467294020694918
1.356918e-06	0.8006917990216096	0.0036184727958675366	0.36148921600777584
1.438576e-06	0.7891854599228828	0.004176778318840305	0.3732815260426635
1.519476e-06	0.7758462603261748	0.0043224276908686255	0.38444884608851104
1.600946e-06	0.7689708394435387	0.006522482631205037	0.3922045216513937
1.681267e-06	0.7591780679818954	0.0058958164156890066	0.4014967862992759
1.759666e-06	0.7501522340136719	0.0052553076879541805	0.410188229402506
1.842306e-06	0.7396782455753601	0.0018789648380731641	0.4199905126534946
1.925902e-06	0.7282267290000609	0.003908458468741746	0.43270330074321367
2.007676e-06	0.7212423945920472	0.00524611779726896	0.4387969212163024
2.087509e-06	0.710639877254122	0.0045087448042453885	0.45022136819051944
2.168558e-06	0.7039051647489605	0.004845504158349038	0.4543266835645356
2.250839e-06	0.6932211973513088	0.006045202560485046	0.46479157162484536
2.332203e-06	0.6842102224357222	0.005200192771829325	0.4701323053024308
2.414584e-06	0.6749096375063677	0.0051481112848847385	0.47953100194718473
2.495157e-06	0.664878484771665	0.005060109865401314	0.48710084034542506
2.579758e-06	0.6546311794957345	0.004842953494804606	0.496873540256796
2.661151e-06	0.6460493585531939	0.0050554458734467815	0.5039361001917322
2.741517e-06	0.6370806170462695	0.008019440944830454	0.511134801710863
2.823376e-06	0.6280474144251311	0.003661970903577366	0.5184943011557326
2.905020e-06	0.6175429772562185	0.006976928496096259	0.5249118839982688
2.986813e-06	0.6094591006290665	0.004997404901890364	0.5325838156768695
3.064869e-06	0.6019068494152378	0.009058692344958473	0.5370237803147653
3.146242e-06	0.5932251366868782	0.00856688613487091	0.5473806650630479
3.229042e-06	0.5858377389793934	0.005260836086835805	0.5525656508564932
3.310033e-06	0.5788872486604077	0.009142879511334972	0.5559934031575404
3.390340e-06	0.5704148026148851	0.006145717741637069	0.5649285670113661
3.472957e-06	0.558896066169611	0.0063905907717073124	0.5704562977119632
3.554807e-06	0.552131274913413	0.00807437951412731	0.5762553552324853
3.637713e-06	0.5436541601211201	0.009939855348396105	0.5833198220878755
3.718718e-06	0.5344784141296577	0.008860187282270485	0.5883747722239043
3.799757e-06	0.5290851052333372	0.006364676819211732	0.591205925937801
3.881198e-06	0.5184096267905642	0.006759697409535429	0.5989332599168443
3.965037e-06	0.5092431886362307	0.006771584878513167	0.6049739710830782
4.045441e-06	0.5034262620437152	0.005314979758010211	0.6100626998803647
4.127059e-06	0.4962390030675725	0.005161514621519127	0.6124028000811704
4.205557e-06	0.4904343431650087	0.004521543797373048	0.6186335246273508
