#t	<mx>	<my>	<mz>	B_ext_x	B_ext_y	B_ext_z	(B_x	B_y	B_z)@(0,0,0.001)
3.2006400000012915e-08	-0.0013098062338598678	-0.0012260731787769154	0.9999983905747999	5.49156179752125e-05	0	0.0016003200000006457	2.7432517612801834e-14	2.5678816608060283e-14	4.188783463241876e-11
3.300660000000081e-08	-0.0013637354463318324	0.0008994852693585086	0.999998665575051	-0.00035892731014420496	0	0.0016503300000000405	2.856200839757388e-14	-1.8838775428192846e-14	4.188784615160235e-11
3.400679999998871e-08	-0.0012498106469920325	-0.0006250428690939599	0.9999990236469027	0.0004984240257542746	0	0.0017003399999994352	2.6175972979789836e-14	1.3090867238161808e-14	4.188786115048101e-11
3.5006999999976604e-08	-0.001003738552401315	-0.00172091463166436	0.9999980154789053	-0.00040946719493320174	0	0.00175034999999883	2.1022251082325496e-14	3.604275176194625e-14	4.188781892043868e-11
3.60071999999645e-08	-0.000740326595387326	0.00031404251568550054	0.999999676646863	0.00013283034068581288	0	0.001800359999998225	1.550536395550644e-14	-6.577291067949505e-15	4.1887888503279367e-11
3.70073999999524e-08	-0.000292203702289193	-0.0026403202864351384	0.9999964716566662	0.00020468953852679798	0	0.0018503699999976198	6.119900029756452e-15	5.529873876659153e-14	4.188775425296394e-11
3.8007599999940294e-08	0.00011071914422245334	-0.0006559797045257472	0.9999997787159247	-0.0004483896005204611	0	0.0019003799999970144	-2.318896334006721e-15	1.3738806804280604e-14	4.188789277873824e-11
3.900779999992819e-08	0.000525052737040384	-0.0008356408660853541	0.9999995130118645	0.0004865694846561414	0	0.0019503899999964093	-1.0996678809555225e-14	1.7501621372887734e-14	4.188788164895259e-11
4.000799999991609e-08	0.000935351369924883	-0.002119487514141866	0.9999973164416455	-0.0003017293725412718	0	0.0020003999999958044	-1.9589953281874407e-14	4.439044269202253e-14	4.1887789639234424e-11
4.1008199999903984e-08	0.001134421118595583	0.0009416405808985482	0.9999989132002804	-2.140893881299418e-05	0	0.002050409999995199	-2.3759260348379992e-14	-1.9721674208486028e-14	4.1887856524103724e-11
4.200839999989188e-08	0.0012889504780456628	-0.0011970227187650692	0.9999984528704412	0.00033473442465237045	0	0.0021004199999945937	-2.6995715684462037e-14	2.5070385196349484e-14	4.18878372418525e-11
4.300859999987978e-08	0.0012161977301327412	0.0005831222006761003	0.9999990904153766	-0.0004946337864025398	0	0.002150429999993989	-2.5471985695317344e-14	-1.2212882811927666e-14	4.18878639472723e-11
4.4008799999867674e-08	0.000952391767344893	0.0015715022195811382	0.9999983116639225	0.00042781686472854774	0	0.0022004399999933835	-1.9946846530867436e-14	-3.2913465520907717e-14	4.1887831327007675e-11
4.500899999985557e-08	0.000626770389694809	-0.0003136064922055033	0.9999997544048932	-0.00016490931555645914	0	0.0022504499999927785	-1.3127048345018824e-14	6.568159013539159e-15	4.1887891760400125e-11
4.600919999984347e-08	9.566245283987316e-05	0.002627225094774627	0.9999965442625273	-0.00017358471426609615	0	0.002300459999992173	-2.003549727107504e-15	-5.502447371380477e-14	4.188775729427115e-11
4.7009399999831364e-08	-0.0003711411706988671	0.0004277108579143829	0.9999998396588138	0.0004325158788750182	0	0.002350469999991568	7.773162502081842e-15	-8.957955260562754e-15	4.188789533150801e-11
4.800959999981926e-08	-0.0007962466989952438	0.0006541005269324505	0.9999994690717066	-0.000493202614421269	0	0.002400479999990963	1.6676551866723875e-14	-1.3699449400801327e-14	4.1887879808391554e-11
4.900979999980716e-08	-0.0011348085771021366	0.0016170424069804745	0.9999980486897698	0.00032782904678865126	0	0.0024504899999903576	2.3767375260365058e-14	-3.38672569754201e-14	4.1887820311572117e-11
5.0009999999795054e-08	-0.0011664117337983023	-0.0015160695399529724	0.9999981705067351	-1.2194447399657678e-05	0	0.0025004999999897527	2.4429270226411197e-14	3.1752486193650097e-14	4.1887825414229234e-11
5.101019999978295e-08	-0.0010761826605465885	0.000634437328121585	0.9999992196597746	-0.0003090294988331277	0	0.0025505099999891473	2.2539516935292535e-14	-1.3287624327932722e-14	4.1887869361048984e-11
5.201039999977085e-08	-0.000718557092506203	-0.0012424430508288984	0.9999989700049547	0.0004886092198434237	0	0.002600519999988542	1.5049424553348857e-14	2.6021666406585047e-14	4.188785890353234e-11
5.3010599999758743e-08	-0.0001960545316995256	-0.0018352040547722286	0.9999982967928986	-0.00044423402832057945	0	0.002650529999987937	4.106156509934779e-15	3.843642384207089e-14	4.188783070409168e-11
5.401079999974664e-08	0.00028705242871399387	0.00026585870324117287	0.9999999234600235	0.0001962433729131105	0	0.0027005399999873317	-6.012012008286606e-15	-5.568131659969183e-15	4.1887898841764884e-11
5.5010999999734537e-08	0.0008120740903386979	-0.0022558506585207234	0.9999971258326088	0.0001416957845511552	0	0.002750549999986727	-1.700803997585778e-14	4.724642570936267e-14	4.188778165502174e-11
5.601119999972243e-08	0.001067007437185353	0.0004671652968733705	0.9999993216256272	-0.0004146884249484866	0	0.0028005599999861215	-2.2347351506581184e-14	-9.784287097796503e-15	4.188787363218463e-11
5.701139999971033e-08	0.0010877281688844863	0.0003482248630636557	0.999999347793225	0.0004976078817749727	0	0.002850569999985516	-2.2781325496467866e-14	-7.293204477320615e-15	4.188787472829039e-11
5.8011599999698226e-08	0.0008926122217479305	-0.0003658036268189679	0.999999534715456	-0.0003524478732273324	0	0.002900579999984911	-1.8694826655651744e-14	7.661373244473145e-15	4.188788255807051e-11
5.901179999968612e-08	0.0003722340530937813	0.0025064972930604564	0.999996789451411	4.5742749656555775e-05	0	0.002950589999984306	-7.796051777435842e-15	-5.2495956547476214e-14	4.18877675647191e-11
6.001199999967402e-08	-0.00014267567807961192	-0.00015211541599457023	0.9999999782522754	0.00028192864528709684	0	0.003000599999983701	2.9881924140056737e-15	3.185897822575314e-15	4.1887901136897345e-11
6.101219999966192e-08	-0.0006706698351063986	0.0012415912862178571	0.9999990043260295	-0.0004803775398526736	0	0.0030506099999830956	1.4046476179696932e-14	-2.600382709028748e-14	4.1887860341170155e-11
6.201239999964981e-08	-0.001023428723772493	0.0009658970374436629	0.99999900981779	0.0004586445271774698	0	0.0031006199999824902	2.1434641067176275e-14	-2.0229700246381045e-14	4.1887860571208476e-11
6.301259999963771e-08	-0.0009977646615466594	-0.0015413583732869426	0.9999983143386019	-0.00022669097261254244	0	0.0031506299999818853	2.0897134204843274e-14	3.228213428044915e-14	4.188783143904437e-11
6.40127999996256e-08	-0.0007807774721244669	0.0007378950558657528	0.9999994229485463	-0.00010916679595748806	0	0.00320063999998128	1.6352565136764228e-14	-1.5454437910853857e-14	4.188787787638914e-11
6.50129999996135e-08	-0.000242615968401614	-0.001905187456050681	0.9999981556974238	0.0003949877677433546	0	0.003250649999980675	5.081336959827226e-15	3.990215277093497e-14	4.188782479389826e-11
6.60131999996014e-08	0.00034639230873139104	-0.001015015536274788	0.9999994248777495	-0.0004997653875332415	0	0.0033006599999800697	-7.25482354913697e-15	2.1258435680269188e-14	4.188787795719941e-11
6.70133999995893e-08	0.0007660926684318769	0.000379208013121717	0.9999996346515865	0.00037547464531406216	0	0.0033506699999794644	-1.6045007327430572e-14	-7.942114054703787e-15	4.1887886744185353e-11
6.801359999957719e-08	0.0010227031646162993	-0.0015336050029126132	0.9999983010655229	-7.908442577302331e-05	0	0.0034006799999788595	-2.141944499174399e-14	3.211974807105879e-14	4.1887830883062955e-11
6.901379999956509e-08	0.0008224936359584839	0.001786871988734422	0.9999980652944858	-0.0002535542822071015	0	0.003450689999978254	-1.7226266429010202e-14	-3.7424159418089624e-14	4.188782100710884e-11
7.001399999955299e-08	0.00038810384226527027	0.000384568327367089	0.9999998507412936	0.00046997593003377165	0	0.003500699999977649	-8.128427864603633e-15	-8.054380213731743e-15	4.188789579572984e-11
7.101419999954088e-08	-0.00016780897875046848	0.0004291391264754382	0.9999998938398728	-0.0004709832671416926	0	0.003550709999977044	3.5145830323258493e-15	-8.987868847354517e-15	4.188789760103889e-11
7.201439999952878e-08	-0.0007323918542642672	0.0019211418604510263	0.9999978864058282	0.00025611457876037095	0	0.0036007199999764385	1.533917912603752e-14	-4.023630103531181e-14	4.188781351383827e-11
7.301459999951668e-08	-0.000901387703438944	-0.0013781906337740628	0.9999986440444734	7.61446862933466e-05	0	0.0036507299999758336	1.8878619914399744e-14	2.886475713540571e-14	4.188784524973163e-11
7.401479999950457e-08	-0.0007947139084678936	0.0005072426255231469	0.9999995555672625	-0.00037350289777235245	0	0.0037007399999752283	1.6644449176989107e-14	-1.0623664706207445e-14	4.188788343150892e-11
7.501499999949247e-08	-0.00034434757608549214	-0.0008940041110739287	0.999999541090593	0.000499665385953003	0	0.0037507499999746233	7.211998768744228e-15	1.8723978317526184e-14	4.188788282511162e-11
7.601519999948037e-08	0.00029189385470148455	-0.0017720776438048993	0.9999983872681005	-0.00039680534802829045	0	0.003800759999974018	-6.1134105970546024e-15	3.711430738245454e-14	4.188783449390808e-11
7.701539999946826e-08	0.0006959104610517775	0.0009526297805819299	0.9999993041023236	0.00011206886692284887	0	0.0038507699999734126	-1.4575114613310332e-14	-1.9951831468446982e-14	4.188787289817021e-11
7.801559999945616e-08	0.0008891330329341098	-0.0012609655701481522	0.999998809703432	0.00022403458040001764	0	0.0039007799999728077	-1.8621958695532073e-14	2.640960114404733e-14	4.188785218883786e-11
7.901579999944406e-08	0.0006230315862369901	0.001193289975434004	0.9999990939449281	-0.0004574513758545603	0	0.003950789999972203	-1.3048743028510158e-14	-2.499220680283874e-14	4.188786409511781e-11
8.001599999943195e-08	6.146066878918316e-05	0.0012575439210778293	0.9999992074026224	0.00048119451246861263	0	0.004000799999971597	-1.2872292370187552e-15	-2.6337938293497407e-14	4.1887868847622585e-11
8.101619999941985e-08	-0.000441915648736292	-0.0005427286174610705	0.9999997550780737	-0.00028438128097772655	0	0.004050809999970992	9.255459703842016e-15	1.1366881583390959e-14	4.1887891788598254e-11
8.201639999940775e-08	-0.0008280697780601444	0.0016874609635869552	0.999998233386409	-4.277862085993818e-05	0	0.004100819999970387	1.7343052876089864e-14	-3.534209977616221e-14	4.188782804812685e-11
8.301659999939564e-08	-0.0007141461443842013	-0.0014321893503901413	0.9999987194136547	0.00035033086507732286	0	0.0041508299999697814	1.495704187191255e-14	2.9995703611568035e-14	4.1887848406788505e-11
8.401679999938354e-08	-0.0002655210961925725	-0.0006040850920467031	0.9999997822898509	-0.000497308328754771	0	0.0042008399999691765	5.561060834477964e-15	1.2651928582113576e-14	4.188789292844251e-11
8.501699999937143e-08	0.00026420701483318126	0.00010044371699275256	0.9999999600528557	0.0004163436277225306	0	0.004250849999968572	-5.533538778845411e-15	-2.1036882893578913e-15	4.188790037456184e-11
8.601719999935933e-08	0.0007399265974326739	-0.001756571445028295	0.9999981834810446	-0.0001445470779578894	0	0.004300859999967966	-1.5496986417934535e-14	3.678954631470999e-14	4.188782595769583e-11
8.701739999934723e-08	0.0007056241182255255	0.0016180849615927081	0.9999984419466168	-0.00019350288432151997	0	0.004350869999967361	-1.4778556973420577e-14	-3.388909218815849e-14	4.188783678427642e-11
8.801759999933512e-08	0.00034048129828929133	-1.370130251169066e-05	0.9999999419423783	0.0004428604524071515	0	0.004400879999966756	-7.131023635935683e-15	2.8695940876892506e-16	4.188789961595193e-11
8.901779999932302e-08	-0.00019731302822693017	0.0003929266402286528	0.9999999033381076	-0.0004892321375925364	0	0.004450889999966151	4.132514399568528e-15	-8.229436308947034e-15	4.1887897998900016e-11
9.001799999931092e-08	-0.0006848708614260952	0.0015083480652363346	0.9999986279180675	0.00031136339477704	0	0.004500899999965545	1.4343901779426227e-14	-3.159076800535231e-14	4.1887844574230325e-11
9.101819999929881e-08	-0.0006543033181393724	-0.0017154306845863164	0.9999983145909468	9.219318654422355e-06	0	0.00455090999996494	1.3703696649907184e-14	3.592789624292587e-14	4.188783144961458e-11
9.201839999928671e-08	-0.0003159895062828421	0.00048825442102586476	0.9999998308791118	-0.00032557634084016924	0	0.0046009199999643355	6.618068743664283e-15	-1.0225976681183963e-14	4.1887894963744716e-11
9.301859999927461e-08	0.00023358230908632636	-0.0008966018917057635	0.9999995707720842	0.0004927048630823592	0	0.00465092999996373	-4.892136441560954e-15	1.8778386107850252e-14	4.188788406840702e-11
9.40187999992625e-08	0.0006688188937033753	-0.0010032236239703243	0.9999992731115597	-0.00043400122736517545	0	0.004700939999963125	-1.4007710153603842e-14	2.1011466446486e-14	4.188787160003212e-11
9.50189999992504e-08	0.0005720061826075698	0.0016904554301912823	0.9999984075834149	0.00017637235043980657	0	0.00475094999996252	-1.1980069473919219e-14	-3.5404815738066035e-14	4.1887835344873964e-11
9.60191999992383e-08	0.0002055342017623321	-0.0007713536201473874	0.9999996813845917	0.0001620971097404087	0	0.004800959999961914	-4.3046982554532316e-15	1.6155192442499495e-14	4.188788870173289e-11
9.70193999992262e-08	-0.0003470203250789565	0.001322259208878879	0.9999990656033028	-0.0004262690688519149	0	0.004850969999961309	7.26797669276261e-15	-2.769333211170225e-14	4.188786290794658e-11
9.801959999921409e-08	-0.0006596584260903334	0.00031013768643873657	0.999999734332653	0.0004950598354816792	0	0.004900979999960704	1.3815853768559979e-14	-6.495508515448464e-15	4.1887890919616095e-11
9.901979999920199e-08	-0.00043618901034527934	-0.0015224195980700983	0.9999987459880711	-0.00033693903832776725	0	0.004950989999960099	9.135521269848877e-15	3.188548149985431e-14	4.188784951993508e-11
1.0001999999918988e-07	-1.524415202381414e-05	0.0008713017368461123	0.9999996203003775	2.4381628450955625e-05	0	0.005000999999959494	3.1927277338813654e-16	-1.8248500903571823e-14	4.188788614304332e-11
1.0102019999917778e-07	0.0004898220293400973	-0.0015630272081247636	0.9999986585092634	0.0002993511445692822	0	0.005051009999958889	-1.0258808592941958e-14	3.2735965296038144e-14	4.188784585563133e-11
1.0202039999916568e-07	0.0005963138395599135	0.00048117154677604254	0.9999997064418307	-0.00048587578340811196	0	0.005101019999958284	-1.2489167850635643e-14	-1.0077633309787017e-14	4.188788975132805e-11
1.0302059999915357e-07	0.00021478399247234397	0.0011900153589813418	0.9999992688653737	0.0004496983852078004	0	0.005151029999957678	-4.498425419065341e-15	-2.4923623396232025e-14	4.1887871422168294e-11
1.0402079999914147e-07	-0.00022554900559457522	-0.0008474899938085069	0.9999996154441043	-0.00020740092534006352	0	0.005201039999957073	4.723887326669337e-15	1.7749788923597764e-14	4.188788593962422e-11
1.0502099999912937e-07	-0.000578874600274608	0.0015382891526040253	0.9999986492844278	-0.00012995912075688257	0	0.005251049999956468	1.2123921277149575e-14	-3.2217852672784493e-14	4.188784546922234e-11
1.0602119999911726e-07	-0.0004083475342821622	-0.0012346703303193426	0.9999991544203759	0.00040775217069451933	0	0.005301059999955862	8.55241075874898e-15	2.5858874928910197e-14	4.188786662830744e-11
1.0702139999910516e-07	8.893506897693828e-05	-0.0006582314787270744	0.9999997794109128	-0.0004986512816425864	0	0.0053510699999552575	-1.8626517289630054e-15	1.3785967852870153e-14	4.188789280784982e-11
1.0802159999909306e-07	0.00042854069956402155	0.0007768336240976992	0.9999996064411173	0.00036099268301537	0	0.0054010799999546525	-8.975335423430405e-15	-1.6269965376845777e-14	4.188788556250797e-11
1.0902179999908095e-07	0.000505518707705449	-0.0012563255194695813	0.9999990830480924	-5.787244046789847e-05	0	0.005451089999954048	-1.0587559055864296e-14	2.6312420149886778e-14	4.188786363867222e-11
1.1002199999906885e-07	7.156995976525054e-05	0.0017549548877725859	0.9999984575043517	-0.00027177373899710906	0	0.005501099999953442	-1.4989577321081876e-15	-3.675568921871904e-14	4.188783743595728e-11
1.1102219999905675e-07	-0.0003800107583367021	-9.318734722102864e-05	0.999999923453968	0.0004768519376014417	0	0.005551109999952837	7.95892671117113e-15	1.951711236247365e-15	4.188789884151122e-11
1.1202239999904464e-07	-0.0004482777216681561	-0.0006754207386128226	0.999999671426901	-0.0004633641950822634	0	0.005601119999952232	9.38870664773766e-15	1.4145978870054903e-14	4.188788828462613e-11
1.1302259999903254e-07	-0.000209484914904771	0.0008623625314070991	0.9999996062233899	0.000237492642421736	0	0.005651129999951626	4.387441798018076e-15	-1.8061278622664262e-14	4.188788555338784e-11
1.1402279999902044e-07	0.0003070061387651069	-0.001843233802445339	0.9999982541166662	9.723408898061183e-05	0	0.005701139999951021	-6.429921534342857e-15	3.8604598484071046e-14	4.188782891647384e-11
1.1502299999900833e-07	0.0004657165930831232	0.0009711535313971727	0.9999994199842686	-0.00038739340125015857	0	0.005751149999950416	-9.753945516565379e-15	-2.0339791998300946e-14	4.188787775222176e-11
1.1602319999899623e-07	0.00018496376881150324	0.0004217725309371631	0.9999998939481626	0.0004999902530307761	0	0.005801159999949811	-3.873872115189996e-15	-8.83358323118777e-15	4.188789760557493e-11
1.1702339999898413e-07	-0.00019234853696874262	-0.0005804947997596147	0.9999998130138964	-0.00038341567529809713	0	0.005851169999949206	4.02853833779831e-15	1.2157854655812558e-14	4.188789421540831e-11
1.1802359999897202e-07	-0.000472033975910102	0.0014646443085805918	0.9999988159997865	9.11018349035338e-05	0	0.005901179999948601	9.88625647309305e-15	-3.0675438666392594e-14	4.188785245257893e-11
1.1902379999895992e-07	-0.00020063013976799764	-0.0016716195267691258	0.999998582716848	0.00024296869496556506	0	0.005951189999947996	4.2019878212255655e-15	3.501031749930088e-14	4.1887842680846066e-11
1.2002399999900174e-07	0.00022655872955726572	0.0001733805019553871	0.999999959305171	-0.0004656740870063052	0	0.006001199999950086	-4.7450349358916175e-15	-3.6312727414583654e-15	4.1887900343242886e-11
1.2102419999905582e-07	0.00037618785741473946	0.00048150024991461894	0.9999998133200854	0.00047493692779805824	0	0.006051209999952791	-7.8788600614922e-15	-1.0084517652222774e-14	4.188789422823393e-11
1.220243999991099e-07	0.0002264881033841405	-0.0009093084278137861	0.9999995609305646	-0.00026651157800746517	0	0.006101219999955495	-4.7435557447806755e-15	1.90445111777805e-14	4.188788365616642e-11
1.23024599999164e-07	-0.0002467791275662617	0.0018042721946375173	0.9999983418495803	-6.406983038767885e-05	0	0.006151229999958199	5.16852996147644e-15	-3.778858847833038e-14	4.188783259142155e-11
1.2402479999921807e-07	-0.000383139159709173	-0.001055329197135441	0.9999993697421364	0.0003652847173947968	0	0.006201239999960903	8.024447796299361e-15	2.2102763018930106e-14	4.188787564768425e-11
1.2502499999927216e-07	-0.00010842542247349677	-0.00026913798950281456	0.9999999579043344	-0.0004990707006410903	0	0.006251249999963607	2.270856738034047e-15	5.63681287082646e-15	4.1887900284564774e-11
1.2602519999932624e-07	0.00020832636600087481	0.000611839242610227	0.9999997911264114	0.00040410673534436314	0	0.006301259999966311	-4.363177206516045e-15	-1.2814331131748214e-14	4.188789329858748e-11
1.2702539999938033e-07	0.00038240173592793013	-0.0013464950994617408	0.99999902035945	-0.0001239197249014056	0	0.006351269999969016	-8.009003228741128e-15	2.820092741709108e-14	4.18878610127765e-11
1.280255999994344e-07	4.421822449341462e-05	0.0016937463302421746	0.9999985646330286	-0.0002130661131591256	0	0.00640127999997172	-9.26104328155304e-16	-3.547374018755658e-14	4.1887841923352816e-11
1.290257999994885e-07	-0.00029656450212869835	-0.0004311836049998955	0.999999863065088	0.0004523927170493076	0	0.006451289999974424	6.211232408020222e-15	9.030688305440232e-15	4.188789631194774e-11
1.3002599999954258e-07	-0.0002551351583009246	-0.0005482534910503054	0.9999998171620637	-0.0004843643096886704	0	0.006501299999977128	5.343538259937691e-15	1.1482594265257313e-14	4.188789438916635e-11
1.3102619999959666e-07	-5.5372362959971375e-06	0.0008825501988050711	0.999999610537167	0.0002943266543898606	0	0.006551309999979832	1.1597160579130243e-16	-1.8484088139934818e-14	4.18878857340829e-11
1.3202639999965075e-07	0.00033487416173637395	-0.0015849026400161599	0.9999986879705981	3.061614953852971e-05	0	0.0066013199999825365	-7.013588042586883e-15	3.3194123270198906e-14	4.188784708970483e-11
1.3302659999970483e-07	0.00020377377593907181	0.0013224931738114725	0.9999991047436261	-0.0003415259865492034	0	0.006651329999985241	-4.267827983229604e-15	-2.769823226179181e-14	4.18878645474526e-11
1.3402679999975892e-07	-0.0001634108724784084	9.161538477034382e-05	0.9999999824517538	0.0004958967765897487	0	0.0067013399999879455	3.4224693099657756e-15	-1.9187881316687624e-15	4.188790131280468e-11
1.35026999999813e-07	-0.00025780463135804407	-0.0008246638669512564	0.9999996267330696	-0.00042297239185442426	0	0.0067513499999906496	5.399447572905706e-15	1.727171964063345e-14	4.188788641249529e-11
1.3602719999986708e-07	-0.0001249120253139343	0.0011394728635847073	0.9999993429990737	0.00015617785455832267	0	0.006801359999993354	2.6161513404751884e-15	-2.3865063848017606e-14	4.188787452747346e-11
1.3702739999992117e-07	0.00024026858940338206	-0.0015642299595258194	0.9999987477270353	0.00018220108179772262	0	0.006851369999996058	-5.032173569053649e-15	3.276115566247582e-14	4.188784959277663e-11
1.3802759999997525e-07	0.00025238460843958244	0.0008606679296839572	0.9999995977762813	-0.00043706782632937935	0	0.006901379999998762	-5.285930878352858e-15	-1.802578696716971e-14	4.188788519955617e-11
1.3902780000002934e-07	-8.610986549393224e-05	0.0005474192918924623	0.9999998464585933	0.000491603750690405	0	0.006951390000001466	1.803480805582285e-15	-1.1465122838951241e-14	4.18878956163365e-11
